postcode,lon,lat,lon_min,lon_max,lat_min,lat_max
32758,8.8251724,51.9561706,8.7630579,8.9836829,51.92508,51.998198
32825,9.0623357,51.9487215,8.9575859,9.1955429,51.8981369,52.01172
33142,8.6020547,51.5581888,8.4723669,8.713523,51.4658209,51.6317279
33175,8.8267643,51.785633,8.7230769,8.928857,51.747851,51.832786
33178,8.7805018,51.6403586,8.6684501,8.8594391,51.6067839,51.695629
33334,8.4012858,51.944695,8.285677,8.4731981,51.855969,51.977077
34388,9.4451662,51.5778479,9.3200471,9.6450371,51.401739,51.6543171
34396,9.2908757,51.494771,9.2169409,9.3539272,51.447232,51.553038
34431,8.8465079,51.4551847,8.680705,8.9707601,51.364659,51.549143
34434,9.2811888,51.5910115,9.125453,9.373419,51.5060939,51.663384
34454,8.9955229,51.4014535,8.9181231,9.128882,51.2676031,51.448457
34474,9.0054682,51.4747827,8.8906849,9.0923,51.433967,51.5188
34479,9.1886308,51.4393091,9.139685,9.277413,51.3967111,51.471949
34497,8.8579248,51.2746166,8.727337,8.9658518,51.209022,51.3338481
34519,8.7531935,51.3353331,8.654068,8.9381879,51.292401,51.3928
34639,9.4545181,50.9116562,9.393819,9.494385,50.8793431,50.934903
35080,8.4784238,50.7563816,8.4357931,8.529474,50.7222519,50.815317
35279,9.0866068,50.8780399,9.0249658,9.151239,50.817866,50.922949
35315,8.9969196,50.7278004,8.905749,9.104558,50.6749259,50.771111
35325,9.0598009,50.6287541,8.9416971,9.1436298,50.5660291,50.687423
35327,9.178662,50.577596,9.1050961,9.2607711,50.533592,50.620641
35329,9.0797249,50.6899461,9.0079539,9.150326,50.637818,50.730631
35466,8.8813931,50.6634721,8.828277,8.955136,50.63006,50.7092821
35644,8.5061301,50.6706975,8.414519,8.5668359,50.624385,50.702398
35768,8.4195528,50.7397421,8.3689091,8.45923,50.712924,50.797297
36205,9.9572455,51.0801415,9.8213289,10.0588978,50.9920979,51.12277
36266,9.972268,50.8893027,9.8918349,10.060033,50.850015,50.935353
36289,9.8572854,50.8781153,9.807818,9.9276289,50.842846,50.922626
36304,9.275865,50.7477097,9.170616,9.461058,50.6983109,50.8265731
36320,9.1064011,50.7716213,9.0149639,9.1886341,50.713493,50.832548
36341,9.3647584,50.6463321,9.2843551,9.454026,50.5773291,50.704038
36355,9.3003942,50.4947913,9.246117,9.4554951,50.4368861,50.541584
36369,9.2912571,50.5895138,9.2299561,9.3542538,50.534813,50.6449658
36381,9.5231965,50.3515511,9.4484509,9.683532,50.290072,50.411318
36399,9.3923999,50.4456293,9.33521,9.478694,50.385486,50.490015
37083,9.9462124,51.499001,9.9155589,9.976124,51.483146,51.5297649
37197,10.2218264,51.6505178,10.1670891,10.30025,51.6099039,51.675856
37308,10.1681603,51.3896504,10.0465699,10.26375,51.1899119,51.447339
38122,10.4727549,52.2217067,10.429626,10.5288069,52.199521,52.25709
38170,10.8005916,52.1435637,10.6484911,10.888973,52.046227,52.209254
38239,10.4236635,52.1885109,10.3667939,10.50773,52.1293041,52.222854
38275,10.3114556,52.0644222,10.265284,10.3463119,52.038721,52.0865969
38477,10.7600095,52.5078748,10.7170829,10.793695,52.479092,52.5351429
38486,11.1718704,52.6260306,10.93741,11.287228,52.496897,52.7875481
38551,10.5190086,52.4380909,10.4479581,10.550629,52.3949639,52.456251
38667,10.5655195,51.875859,10.4708879,10.650545,51.7776729,51.9357517
38690,10.569299,51.9610743,10.4541271,10.6512008,51.8897129,52.005989
38828,11.1790348,51.8828044,11.125074,11.271962,51.84137,51.926466
39167,11.4594258,52.1344702,11.343187,11.571789,52.078411,52.185961
39221,11.6824822,51.9619754,11.6009681,11.7987049,51.9130661,52.034294
39264,12.2206875,52.0033435,11.8364909,12.3765661,51.8587399,52.104191
39317,11.9841315,52.3835036,11.915664,12.062266,52.3113429,52.465499
39319,12.0585611,52.4839539,11.960004,12.1898211,52.3993291,52.5757851
39326,11.624627,52.2795833,11.457476,11.8084019,52.154021,52.402847
39340,11.4058738,52.2903751,11.341366,11.485632,52.241315,52.3347629
39343,11.3045259,52.2248602,11.0520709,11.5501501,52.1571091,52.3176841
39345,11.3659682,52.3373676,11.160005,11.5624359,52.242765,52.410625
39356,11.1105302,52.3295915,10.983464,11.193092,52.259191,52.3708319
39365,11.1753148,52.1620201,11.012234,11.368058,52.074225,52.2199229
39393,11.066749,52.0757099,10.9396411,11.1868618,52.011375,52.166123
39397,11.2324382,51.9419198,11.04813,11.3817841,51.89315,52.003288
39398,11.3192817,51.9924719,11.263241,11.3778579,51.958104,52.0138419
39435,11.4951778,51.937722,11.38139,11.607852,51.9029171,51.984777
39443,11.6279362,51.9030996,11.5604052,11.693234,51.826173,51.956375
39448,11.4275102,51.9872716,11.3408989,11.4592581,51.883685,52.006832
39524,12.0747255,52.6230845,11.987993,12.2060449,52.5011408,52.8174889
39579,11.6509305,52.6226843,11.5712407,11.9097349,52.451503,52.7490349
39596,11.9369575,52.7239912,11.8375137,12.04187,52.5978118,52.792381
39606,11.7223312,52.7890715,11.4655321,12.032482,52.647194,52.8943329
39624,11.4372016,52.6870681,11.222143,11.61288,52.6020449,52.7773991
40670,6.6220978,51.2701556,6.5852489,6.6723129,51.250296,51.295518
41352,6.5450609,51.1956517,6.480115,6.6270269,51.1397508,51.230799
41366,6.2593794,51.2113052,6.2098448,6.3309701,51.175419,51.268629
41460,6.7063135,51.2075211,6.67387,6.732009,51.185177,51.2268111
41515,6.603843,51.0821211,6.541907,6.658897,51.043225,51.11457
41517,6.588794,51.0462732,6.519269,6.6383028,51.018366,51.0958241
41542,6.7594436,51.0994393,6.696245,6.807237,51.073318,51.1469651
41812,6.3195429,51.071646,6.2006969,6.477325,51.012613,51.1169719
41836,6.2222549,51.0454321,6.152569,6.306197,50.98698,51.0898561
41844,6.2454153,51.1490546,6.1388829,6.355743,51.1010821,51.1900679
42499,7.3293896,51.1490386,7.269261,7.398715,51.1009,51.1954641
44577,7.3433844,51.532905,7.30839,7.3639979,51.520058,51.585403
45529,7.1674835,51.3748913,7.1081141,7.206946,51.309916,51.4252511
45665,7.2561046,51.6123927,7.201892,7.2951019,51.58173,51.6364221
45721,7.1847865,51.7810293,7.047349,7.3213269,51.694747,51.821372
46244,6.9081701,51.5964063,6.832254,6.983625,51.550799,51.644758
46446,6.2430132,51.8455099,6.1035662,6.3899481,51.805337,51.905244
46499,6.6315075,51.7288118,6.4820729,6.7727099,51.6906859,51.8164891
46519,6.4805701,51.5996924,6.413407,6.5631881,51.554679,51.631671
47509,6.4728256,51.4523038,6.4181281,6.5217849,51.416179,51.486224
47589,6.2843612,51.6738215,6.2114751,6.3808829,51.6360989,51.7151271
47608,6.3037657,51.5248333,6.2003819,6.4205819,51.4671459,51.576493
47624,6.2036819,51.5512895,6.1570559,6.2453089,51.5266189,51.573802
47638,6.2540853,51.4220239,6.205401,6.3237941,51.354664,51.487926
47647,6.3942487,51.456622,6.314422,6.47356,51.4057,51.4907961
47652,6.1806504,51.6264583,6.0914519,6.2563221,51.5608611,51.678237
47661,6.4134557,51.5399953,6.378331,6.4977721,51.466518,51.576001
47906,6.4273577,51.3704929,6.358841,6.535569,51.330576,51.424904
47929,6.3395545,51.3331676,6.3039859,6.4062621,51.3045471,51.3793611
48159,7.5935639,52.0050893,7.5416621,7.628407,51.969263,52.0600331
48268,7.6520413,52.0918867,7.523463,7.7552731,52.032545,52.151697
48317,7.7224294,51.7999168,7.611691,7.8174489,51.723882,51.8785211
48336,8.0590295,52.0113451,7.9798379,8.114307,51.955868,52.0683091
48341,7.4827786,52.0281781,7.4016679,7.556957,51.9947339,52.089604
48346,7.8578218,52.0356487,7.724451,7.9206538,51.999631,52.1039631
48351,7.8222339,51.9102302,7.756913,7.918447,51.872759,51.968518
48356,7.4891057,52.1023837,7.4266369,7.5495431,52.063092,52.143785
48455,7.0991963,52.2973749,7.02625,7.2081361,52.241162,52.3728461
48527,7.0498832,52.4822706,6.99925,7.0998479,52.40314,52.5275079
48565,7.3918716,52.1512065,7.260593,7.4639319,52.081061,52.1943501
48653,7.1636949,51.9097477,7.0491331,7.2611831,51.8466431,51.987963
48720,7.2016112,52.0031585,7.046335,7.336417,51.974178,52.061912
48739,7.0885151,52.0419745,7.0394451,7.185446,52.005134,52.0918501
49086,8.1137034,52.2692409,8.065694,8.1807281,52.2175169,52.3036789
49152,8.3955076,52.3404825,8.290227,8.471634,52.271061,52.383699
49179,8.1870047,52.3980512,8.1258009,8.2962789,52.303038,52.4524619
49324,8.3403114,52.2052401,8.26131,8.3978149,52.1495029,52.27741
49326,8.2727087,52.1672566,8.203087,8.4468141,52.1080139,52.232835
49328,8.4251312,52.2526835,8.3345879,8.517367,52.1515429,52.2825599
49393,8.262598,52.6505733,8.1384138,8.311511,52.602925,52.7195691
49406,8.5680925,52.7149365,8.4036638,8.66327,52.6242,52.7784
49419,8.5714197,52.542475,8.499645,8.774231,52.4986779,52.593672
49448,8.3956057,52.4799289,8.2968328,8.5051939,52.442586,52.5317599
49453,8.4728918,52.5926152,8.415418,8.6466679,52.5221918,52.6595809
49456,8.1591445,52.7331376,8.0462261,8.2522851,52.696662,52.7720221
49504,7.9304875,52.3138428,7.880459,7.9911918,52.2328959,52.365631
49525,7.8390397,52.1649406,7.7224311,7.929296,52.1136739,52.21849
49565,8.0213448,52.4094542,7.842276,8.1591451,52.359068,52.4810751
49586,7.8176624,52.433869,7.719128,7.891604,52.3686801,52.532338
49626,7.682897,52.603715,7.6071489,7.810706,52.5265428,52.6628161
49685,8.2014962,52.8272215,8.087186,8.25874,52.7862571,52.928614
49696,7.93397,52.8886304,7.791258,7.999768,52.8172771,52.936472
49716,7.264087,52.7162058,7.134236,7.443165,52.622498,52.7740841
49733,7.2312094,52.8043088,7.0669821,7.3892441,52.726202,52.8820079
49740,7.4735427,52.6601382,7.3598141,7.593774,52.607312,52.750859
49751,7.5197717,52.8294101,7.4161591,7.6661439,52.7620828,52.9281399
49757,7.6309584,52.8222908,7.5647799,7.8324309,52.7853751,52.9437509
49762,7.3646212,52.8822789,7.119353,7.439659,52.817604,52.922981
49774,7.5965139,52.7491131,7.499648,7.714333,52.6974769,52.7989709
49838,7.5056797,52.5721546,7.4049431,7.622534,52.501751,52.61735
49849,6.8422277,52.5373622,6.765981,6.896502,52.5035979,52.574436
50126,6.6209788,50.9606466,6.563633,6.6778141,50.9371361,50.99504
50169,6.7381124,50.8754649,6.6851411,6.805136,50.835728,50.925435
50181,6.5167885,51.0188788,6.452968,6.6602831,50.969293,51.0593629
50189,6.5595738,50.9222572,6.478921,6.6551121,50.8905201,50.976491
50259,6.7862878,50.9930323,6.7116049,6.8452029,50.938848,51.065864
50389,6.9787209,50.8142569,6.928879,7.0312609,50.792631,50.845388
51545,7.5981332,50.8591289,7.5115771,7.6859981,50.8202839,50.929198
51580,7.662744,50.9491612,7.5892599,7.792023,50.900538,51.01136
51688,7.397241,51.1027282,7.273575,7.5050609,51.046656,51.1861269
52070,6.0958906,50.7959332,6.0696659,6.1223331,50.7684039,50.813156
52146,6.1462316,50.8193814,6.0865859,6.2099929,50.802886,50.8555121
52249,6.2636408,50.8235705,6.190548,6.344483,50.7784368,50.8846509
52382,6.487903,50.8948919,6.412952,6.53596,50.8399171,50.95133
52391,6.5979265,50.752926,6.517811,6.7026789,50.689418,50.788082
52428,6.3944308,50.9418933,6.264873,6.454902,50.878586,50.9785169
52445,6.4191829,50.9928682,6.3372969,6.500324,50.934598,51.045588
52457,6.2670273,50.8965203,6.1997921,6.335435,50.855075,50.939967
52525,6.104102,51.0411938,5.9681949,6.2140419,50.996438,51.1220829
52531,6.1177074,50.9253588,6.01514,6.1564929,50.897882,50.953183
52538,5.9817713,51.0161092,5.8664151,6.081109,50.947104,51.066828
53925,6.5448019,50.5267986,6.4942919,6.613466,50.456975,50.5749979
53937,6.462811,50.5625794,6.3479731,6.5597021,50.497991,50.6188009
53940,6.4344607,50.439471,6.3161911,6.580732,50.3225351,50.5142439
53945,6.6884737,50.4251242,6.5846741,6.8025101,50.335635,50.4710341
54316,6.7496485,49.6684734,6.64837,6.805897,49.6364941,49.713673
54317,6.8240966,49.7153853,6.6942009,6.870869,49.6591399,49.771602
54421,6.8790284,49.6813538,6.841345,6.924765,49.6412971,49.717657
54426,6.9888348,49.7158052,6.8648179,7.1053739,49.672938,49.82036
54552,6.9030448,50.1949433,6.7642909,6.9958579,50.079638,50.290173
54570,6.7213952,50.1332506,6.5507241,6.8128909,50.084493,50.278685
54595,6.4230966,50.222515,6.31275,6.5160981,50.1513311,50.287189
54611,6.4208226,50.3520625,6.3844819,6.461138,50.332557,50.389428
54636,6.4915535,50.022505,6.350572,6.634241,49.863475,50.098225
54687,6.2653212,50.0865216,6.235113,6.328392,50.0591871,50.116886
55232,8.0997494,49.7459852,8.0397549,8.1661359,49.719067,49.773554
55234,8.1388956,49.702102,7.9352459,8.251491,49.6609539,49.8241039
55278,8.2565318,49.8378259,8.189357,8.384605,49.783265,49.8985079
55471,7.4446764,49.9960888,7.3792809,7.53498,49.9795601,50.0324029
55483,7.2970254,49.9487719,7.242194,7.312628,49.9238,49.9646039
55765,7.1735569,49.6429337,7.105275,7.2486531,49.5955249,49.7039579
55767,7.1639787,49.7050808,7.0280479,7.291439,49.573884,49.751636
55768,7.1983583,49.6157625,7.154677,7.240534,49.594519,49.634289
55776,7.2733676,49.6110623,7.209619,7.312612,49.5648921,49.679961
55777,7.3079831,49.5730144,7.2620231,7.342004,49.5485811,49.607035
56288,7.4608583,50.0569899,7.3398841,7.581577,50.0098451,50.1375838
56368,7.955432,50.2673114,7.876296,8.031554,50.245384,50.2974061
56745,7.1682816,50.4016818,7.0897821,7.257015,50.3706431,50.420131
56754,7.2691328,50.2139589,7.208711,7.323653,50.1903061,50.255454
56761,7.1979405,50.2391115,7.0499191,7.2480459,50.202581,50.2810729
56767,6.9994258,50.2460882,6.9089821,7.070573,50.219499,50.2809491
56814,7.1620377,50.1999244,7.06808,7.289503,50.065278,50.2202971
56869,7.351512,50.058822,7.3147971,7.3783429,50.023823,50.082977
57319,8.3966361,51.066498,8.2209469,8.54864,50.95956,51.149702
57413,8.0182899,51.2089038,7.89817,8.121849,51.12873,51.24828
57462,7.8916665,51.0492854,7.8019149,7.975348,50.987439,51.088995
57520,7.9818499,50.7079316,7.8085661,8.0430971,50.681236,50.789909
58091,7.5318304,51.3045319,7.438523,7.582657,51.264688,51.354566
58513,7.6788277,51.2264872,7.5812521,7.723415,51.1958371,51.2707381
58579,7.5734973,51.2596963,7.493384,7.633311,51.2204559,51.296143
58708,7.8221146,51.449009,7.691484,7.896556,51.390321,51.4783731
58769,7.6169509,51.3200896,7.5767031,7.667282,51.2754761,51.351709
58802,7.8617481,51.3249474,7.7729631,7.9341071,51.289448,51.397905
59075,7.7529751,51.7129879,7.699092,7.797954,51.669027,51.739076
59199,7.7716829,51.5845809,7.7085119,7.8273911,51.561216,51.6268709
59269,8.056958,51.7667636,7.9527589,8.1376749,51.702028,51.819082
59320,8.0270417,51.8538375,7.878295,8.1402459,51.807159,51.9229759
59368,7.5909062,51.6705945,7.538083,7.728685,51.627261,51.7287079
59379,7.4837764,51.6774905,7.408904,7.549069,51.6407829,51.7361099
59427,7.7867976,51.5412404,7.628789,7.84304,51.490326,51.5786029
59457,7.8998109,51.5548237,7.8273911,7.998622,51.5088449,51.595801
59469,7.9683377,51.5078471,7.8812129,8.0347328,51.466049,51.53816
59510,8.0867078,51.6797982,7.9461181,8.211809,51.6140039,51.722948
59514,7.9982395,51.6116713,7.909442,8.093634,51.563003,51.6757221
59519,8.1231699,51.47603,8.0117339,8.2365929,51.422144,51.533271
59556,8.286173,51.6552301,8.18654,8.367053,51.625241,51.72772
59581,8.2945758,51.4534047,8.199014,8.4100679,51.3885688,51.522723
59602,8.4272375,51.528562,8.352155,8.5484259,51.4050259,51.5987719
59609,8.3090555,51.5476187,8.224163,8.386126,51.5072429,51.5926199
59757,7.9445473,51.4248978,7.864121,8.0383209,51.37159,51.491331
59872,8.2575415,51.3292568,8.0960481,8.374169,51.2506539,51.410734
59929,8.5841108,51.4113167,8.4618139,8.7571358,51.2892269,51.4840841
63607,9.2884534,50.256207,9.192848,9.3511382,50.2249679,50.3337891
63633,9.3124636,50.3687231,9.2515589,9.378134,50.321304,50.463396
63697,9.1531285,50.3970679,9.093718,9.180305,50.378345,50.4425691
63699,9.2054634,50.3512633,9.1093721,9.2779361,50.324937,50.3748069
63928,9.3522329,49.666591,9.300839,9.4196511,49.642707,49.732025
64807,8.8212832,49.9043456,8.75104,8.8721659,49.878802,49.926414
64823,8.9486918,49.8687224,8.8496069,9.043826,49.8116861,49.919217
65558,8.0982075,50.2833531,7.851797,8.1230809,50.259753,50.415569
66606,7.1621763,49.4491481,7.0677041,7.3057001,49.4160619,49.511456
66629,7.247613,49.5358626,7.1689509,7.309976,49.4993209,49.584761
66640,7.1676731,49.5203866,7.1199211,7.2068621,49.485878,49.546214
66646,7.0479153,49.4459653,6.995106,7.1119771,49.4091311,49.5037421
66679,6.7257977,49.5162863,6.633263,6.815606,49.454146,49.561509
66887,7.5135941,49.5803036,7.414664,7.5854979,49.495494,49.627785
66894,7.4796524,49.3574991,7.3777889,7.5598229,49.309444,49.396026
66909,7.381583,49.465986,7.2960579,7.4861031,49.423076,49.521016
67246,8.2558257,49.5705718,8.2170669,8.2840759,49.5547831,49.5917389
67259,8.3143247,49.5714957,8.2783559,8.3440109,49.5482251,49.5996819
73432,10.172062,48.8246673,10.0910601,10.2777511,48.748136,48.8655249
73450,10.3426985,48.7890464,10.204078,10.4492311,48.722002,48.8263409
73457,10.0311214,48.796486,9.961887,10.0832771,48.746036,48.8487129
73495,10.2876414,48.9975219,10.253552,10.382911,48.9698931,49.031847
74582,9.9309404,49.2536814,9.861496,9.9897829,49.191828,49.2870768
77716,8.1098985,48.2828764,8.017566,8.1564919,48.2213499,48.342081
79108,7.8205932,48.0430053,7.7915409,7.871197,48.008971,48.070906
79215,8.0817936,48.1847158,7.981424,8.187615,48.1272671,48.234121
79271,8.0371523,48.0280093,7.9941919,8.102346,47.99381,48.065559
79336,7.8137889,48.2183171,7.7426561,7.917422,48.177233,48.242226
79348,7.9310703,48.1752439,7.857342,7.9860169,48.130908,48.206796
89191,9.7831019,48.5344408,9.721292,9.8487391,48.5079029,48.5663179
91587,10.1566515,49.4389462,10.0948979,10.192801,49.4237701,49.480728
91589,10.396221,49.238022,10.316958,10.4681789,49.203062,49.278499
91710,10.7318864,49.1200802,10.6455259,10.8194819,49.067088,49.1663989
92364,11.5378983,49.215725,11.4710649,11.6031909,49.157061,49.2708299
92726,12.4890982,49.6622623,12.448558,12.5298971,49.6052831,49.6977368
95213,11.768228,50.1962235,11.6683059,11.8470159,50.148141,50.2411481
97244,9.8961119,49.6056391,9.8101981,9.9458368,49.545162,49.629917
97268,9.8666377,49.6545135,9.8218059,9.9052659,49.6251149,49.684318
97280,9.699724,49.8079427,9.6508661,9.731406,49.784107,49.8385109
97318,10.1875151,49.7451277,10.0395369,10.229978,49.7038399,49.7886721
97753,9.7556389,49.9686579,9.6197589,9.871417,49.918666,50.021203
97877,9.4743245,49.7338642,9.3677241,9.652136,49.6924841,49.79109
97900,9.4961198,49.6805497,9.3973239,9.608731,49.634708,49.709457
97922,9.7294321,49.5478594,9.5714739,9.8240749,49.506663,49.597683
97941,9.6632746,49.6254457,9.585401,9.725984,49.562352,49.683775
97947,9.7666926,49.616708,9.710772,9.8149221,49.571724,49.662013
97950,9.7617321,49.6789215,9.6908751,9.8410648,49.6371119,49.731373
97953,9.5720974,49.5919153,9.49921,9.629222,49.544919,49.6490799
99310,10.9640913,50.8100961,10.8208309,11.1784749,50.72774,50.9061721
99448,11.1885943,50.8412171,11.12453,11.2573078,50.8037611,50.90414
99610,11.1651487,51.17087,11.0148189,11.3764739,51.0927711,51.224196
99636,11.3652228,51.2043719,11.3007441,11.4518249,51.15519,51.240783
99713,10.7411292,51.2532988,10.4830961,10.852301,51.204281,51.398674
99718,10.9222841,51.2787641,10.7939569,11.03748,51.199728,51.3265869
99735,10.7202462,51.4567793,10.5454269,10.816286,51.389346,51.5505141
99819,10.2646569,50.9268918,10.1128949,10.3376539,50.8610531,50.9591599
99869,10.7009734,51.00332,10.4791898,10.877258,50.841442,51.062958
99958,10.750166,51.0937825,10.680813,10.810463,51.047609,51.1390011
99976,10.3591531,51.2562623,10.1834271,10.5017629,51.1765479,51.344107
1454,13.9178698,51.1372153,13.850548,13.9892191,51.0611019,51.203085
1594,13.2323241,51.2606788,13.1922821,13.405242,51.202304,51.2965609
1609,13.4140191,51.3890612,13.3364529,13.5245789,51.33787,51.454236
1723,13.5362057,51.0502972,13.420632,13.6088961,50.9807509,51.066566
1737,13.5362012,50.9700656,13.428285,13.610645,50.922168,51.026917
1774,13.526344,50.8729104,13.4555873,13.6243153,50.8271687,50.9549564
1877,14.2020056,51.1344289,14.089125,14.305889,51.06004,51.177738
1900,14.0245274,51.1465467,13.9534139,14.112486,51.116734,51.1722811
1906,14.1795979,51.1757343,14.12668,14.2684201,51.1555621,51.2198289
1979,13.7399363,51.5004514,13.6305171,13.8733189,51.454971,51.5540961
1998,13.8921507,51.5410754,13.829873,13.9427349,51.522754,51.560132
2708,14.6555802,51.0773984,14.5351301,14.772507,51.011822,51.18627
2794,14.651938,50.9549285,14.6134791,14.7090369,50.9245211,50.976964
2894,14.7985276,51.140597,14.671781,14.8481941,51.083458,51.232662
2957,14.7146572,51.5202232,14.6559341,14.974509,51.4121529,51.5362391
3130,14.3759135,51.5837985,14.213415,14.705574,51.502907,51.6539729
3185,14.4127622,51.8574378,14.250304,14.5641729,51.781344,51.968756
3238,13.7428165,51.5965743,13.5201529,13.890358,51.5045631,51.6837259
4157,12.3724257,51.3746598,12.3486001,12.3852359,51.3613949,51.3878411
4643,12.6859531,51.0550708,12.618009,12.742874,51.0302599,51.103068
4668,12.7537203,51.2187742,12.560682,12.9315571,51.1344471,51.3124685
4685,12.7866258,51.2916279,12.767834,12.8687078,51.258697,51.3124689
4688,12.9146105,51.2404469,12.9053876,12.9292241,51.2271218,51.2725233
4720,13.1272418,51.1343172,12.992217,13.260079,51.0738549,51.209873
4769,13.0452199,51.236385,12.9064679,13.184511,51.2002699,51.272696
4838,12.6411982,51.4869004,12.48389,12.774435,51.373941,51.586803
4886,13.0853524,51.5764765,12.9311051,13.208022,51.478204,51.6711388
4916,13.2298038,51.7208106,13.050561,13.3926381,51.5973719,51.885737
4931,13.221322,51.4344034,13.174037,13.3814871,51.384576,51.499435
4932,13.5731561,51.4039572,13.404566,13.7017311,51.365915,51.4960048
6188,12.1155511,51.5324258,11.988611,12.2076251,51.4571021,51.591138
6198,11.8273914,51.5251975,11.6857311,11.902852,51.465678,51.6351297
6255,11.793852,51.3472736,11.7589989,11.828894,51.326157,51.377362
6268,11.5812346,51.3421551,11.4136991,11.796423,51.266795,51.4299991
6456,11.5671346,51.6766872,11.3728572,11.612829,51.6454114,51.7299569
6749,12.3393561,51.6209581,12.2800441,12.437202,51.5819359,51.681591
6791,NA,NA,NA,NA,NA,NA
6796,12.2119919,51.5615641,12.16476,12.245218,51.530981,51.5859219
6809,12.2834975,51.5788029,12.213162,12.343764,51.558998,51.6015029
6901,12.6593912,51.7845531,12.417061,12.824488,51.685161,51.8446531
7338,11.4786304,50.5813868,11.3748791,11.633942,50.522889,50.643745
7358,NA,NA,NA,NA,NA,NA
7554,12.1350384,50.9144173,12.016791,12.2157149,50.8186049,50.9766449
7619,11.8218135,51.0416695,11.73678,11.910039,50.9685991,51.0573199
7646,11.7790587,50.8562787,11.619664,11.9096879,50.760822,50.9349651
7955,11.9010897,50.7067322,11.8669359,11.9439139,50.6592879,50.747654
8648,12.3079795,50.221312,12.239091,12.3593339,50.171285,50.276308
9212,12.7159205,50.8676316,12.6378781,12.806745,50.821617,50.924638
9236,12.8904197,50.9409267,12.8212201,12.9346669,50.914116,50.9581389
9337,12.6789329,50.8347045,12.611668,12.7690819,50.7513791,50.8804629
9477,13.119003,50.5320843,13.0580229,13.2002311,50.500042,50.575622
9496,13.1846783,50.6088644,13.1168581,13.3280401,50.5029971,50.6996031
9509,13.2257882,50.7037331,13.1898661,13.312826,50.661928,50.744203
9517,13.2594469,50.6582819,13.2108931,13.3052522,50.6283065,50.692147
9526,13.338131,50.6588398,13.236924,13.446443,50.5901331,50.753388
9603,13.3111605,50.9661125,13.2016109,13.354116,50.9428601,51.036593
9619,13.4192075,50.7612417,13.3365771,13.4829451,50.6744879,50.826312
9623,13.5437572,50.7627866,13.4452539,13.652182,50.70799,50.846758
9661,13.125568,51.0070443,12.9941571,13.2666251,50.910989,51.0687499
13189,13.4222482,52.5600917,13.4078059,13.4324111,52.5513631,52.58254
14513,13.2730408,52.3899573,13.2340489,13.3122459,52.350072,52.4162121
14542,12.8700716,52.3647941,12.796266,12.975586,52.2983361,52.460486
14728,12.4121255,52.7288876,12.263575,12.560427,52.6760101,52.7933841
15324,14.3612236,52.644046,14.269327,14.498026,52.58872,52.760824
15378,13.8492388,52.4819192,13.7991839,13.88967,52.4535049,52.529503
15751,NA,NA,NA,NA,NA,NA
15910,13.7777914,51.9901384,13.6334989,13.9352811,51.9027399,52.131776
15913,14.1237623,51.912884,13.879258,14.34462,51.856763,52.137607
16248,14.0799726,52.9215587,13.8741439,14.1617601,52.7892341,52.967399
16321,13.5672765,52.6874845,13.46727,13.6687771,52.6085711,52.7626031
16348,13.4903565,52.7836022,13.3911471,13.6510209,52.635598,52.877075
17099,13.475284,53.6079275,13.406419,13.7960321,53.556439,53.705357
17126,13.3365004,53.923369,13.2683958,13.4092909,53.8547159,53.9377249
17129,13.2417747,53.9180421,13.184038,13.3903611,53.8071821,53.972658
17153,12.9307588,53.6689198,12.789147,13.056493,53.589384,53.774472
17207,12.5998873,53.3756268,12.5117069,12.782987,53.2904821,53.448116
17209,12.4535308,53.3246846,12.2746531,12.7225571,53.244327,53.460134
17335,13.7450676,53.5102404,13.672429,13.8195361,53.4773111,53.6161248
17348,13.5845089,53.4614065,13.393879,13.7080401,53.387664,53.5463358
17379,13.8871991,53.6605031,13.6967599,13.9692721,53.561533,53.755618
18182,12.236193,54.1743805,12.169091,12.3742929,54.096346,54.260076
18190,12.3754757,54.0774093,12.29803,12.4644791,53.996854,54.1244109
18196,12.2158488,54.0137582,12.118604,12.3361431,53.951281,54.0711301
18198,12.050804,54.0517227,11.96991,12.080789,54.0277131,54.095623
18230,11.6744498,54.1083782,11.5111999,11.7508169,54.039522,54.153813
18236,11.7968001,54.0631588,11.713744,11.8659701,53.9734681,54.124282
18249,12.0183628,53.7781415,11.7904959,12.0510248,53.732204,53.9452201
18311,12.4097065,54.2220852,12.296623,12.5335818,54.189069,54.3040819
18337,12.4615682,54.1612475,12.3511069,12.6242281,54.084336,54.2322899
18375,12.5188818,54.4215774,12.435383,12.64367,54.3727481,54.4839801
18461,12.881755,54.185625,12.7305621,12.9681841,54.092253,54.2417289
18465,12.76019,54.0913334,12.6965599,12.864189,54.0540109,54.177507
18513,12.9305782,54.066752,12.741678,13.03714,53.973751,54.14007
18516,13.1623764,54.0589095,12.96121,13.2887011,54.0132111,54.149671
18546,13.6356184,54.5328678,13.5249389,13.6814099,54.4732891,54.5812141
18556,13.3453917,54.6439306,13.1598511,13.4386579,54.557774,54.6848881
18569,13.261022,54.5082563,13.1209169,13.4023231,54.40344,54.580746
19376,11.927909,53.3181174,11.815327,12.0656811,53.271945,53.42306
19386,12.0247123,53.4678725,11.9030419,12.200818,53.343843,53.544902
21079,10.0056525,53.4643986,9.8805301,10.051527,53.414761,53.5056439
21109,10.0319897,53.4949324,9.9919739,10.078977,53.453862,53.520258
