data$speed,Acciona.AW77.1500,Alstom.Eco.74,Alstom.Eco.80,Alstom.Eco.110,Bonus.B23.150,Bonus.B33.300,Bonus.B37.450,Bonus.B41.500,Bonus.B44.600,Bonus.B54.1000,Bonus.B62.1300,Bonus.B82.2300,Dewind.D4.41.500,Dewind.D6.62.1000,Enercon.E40.500,Enercon.E40.600,Enercon.E44.900,Enercon.E48.800,Enercon.E53.800,Enercon.E66.1500,Enercon.E66.1800,Enercon.E66.2000,Enercon.E70.2000,Enercon.E70.2300,Enercon.E82.1800,Enercon.E82.2000,Enercon.E82.2300,Enercon.E82.3000,Enercon.E92.2300,Enercon.E92.2350,Enercon.E101.3000,Enercon.E112.4500,Enercon.E126.6500,Enercon.E126.7000,Enercon.E126.7500,EWT.DirectWind.52.900,Gamesa.G47.660,Gamesa.G52.850,Gamesa.G58.850,Gamesa.G80.2000,Gamesa.G87.2000,Gamesa.G90.2000,Gamesa.G128.4500,Gamesa.G128.5000,GE.900S,GE.1.5s,GE.1.5se,GE.1.5sl,GE.1.5sle,GE.1.5xle,GE.1.6,GE.1.7,GE.2.5xl,GE.2.75.103,GE.3.4.130,GE.3.2.103,GE.3.2.130,GE.3.8.130,Goldwind.GW82.1500,Goldwind.GW109.2500,Goldwind.GW121.2500,Goldwind.GW140.3400,NEG.Micon.M1500.500,NEG.Micon.M1500.750,NEG.Micon.NM48.750,NEG.Micon.NM52.900,NEG.Micon.NM60.1000,NEG.Micon.NM64c.1500,NEG.Micon.NM80.2750,Nordex.N27.150,Nordex.N29.250,Nordex.N43.600,Nordex.N50.800,Nordex.N60.1300,Nordex.N80.2500,Nordex.N90.2300,Nordex.N90.2500,Nordex.N100.2500,Nordex.N131.3000,Nordex.N131.3300,Nordtank.NTK500,Nordtank.NTK600,PowerWind.56.900,REpower.MD70.1500,REPower.MD77.1500,REpower.MM70.2000,REpower.MM82.2000,REpower.MM92.2000,REpower.3.4M,REpower.5M,REpower.6M,Siemens.SWT.1.3.62,Siemens.SWT.2.3.82,Siemens.SWT.2.3.93,Siemens.SWT.2.3.101,Siemens.SWT.3.0.101,Siemens.SWT.3.6.107,Siemens.SWT.3.6.120,Siemens.SWT.3.6.130,Siemens.SWT.4.0.130,Suzlon.S88.2100,Suzlon.S97.2100,Tacke.TW600.43,Vestas.V27.225,Vestas.V29.225,Vestas.V39.500,Vestas.V42.600,Vestas.V44.600,Vestas.V47.660,Vestas.V52.850,Vestas.V66.1650,Vestas.V66.1750,Vestas.V66.2000,Vestas.V80.1800,Vestas.V80.2000,Vestas.V90.1800,Vestas.V90.2000,Vestas.V90.3000,Vestas.V100.1800,Vestas.V100.2000,Vestas.V110.2000,Vestas.V112.3000,Vestas.V112.3300,Vestas.V164.7000,Wind.World.W3700,Wind.World.W4200,Windmaster.WM28.300,Windmaster.WM43.750,Windflow.33.500,XANT.M21.100,Vestas.V117.4000,Vestas.V136.4000,Vestas.V150.4000,Siemens.SWT.4.3.130,Siemens.SWT.4.1.142,Siemens.Gamesa.SG.4.5.145,GE.5.5.158,Vestas.V164.8000,GE.5.3.158,Goldwind.GW140.3000,Vestas.V164.9500,Top.Eight,GE.Haliade.X.220.12,GE.Haliade.150.6,Goldwind.GW154.6.7,Hitachi.HTW5.2.127,Hitachi.HTW5.2.136,MHI.Vestas.V164.9500,MHI.Vestas.V117.4200,MHI.Vestas.V164.10.0,MHI.Vestas.V164.8400,MHI.Vestas.V174.9500,Senvion.6.3M152,Siemens.Gamesa.SG8.5.167,Siemens.SWT.7.0.154,Siemens.SWT.8.0.154,Siemens.Gamesa.SG.6.0.154,Siemens.Gamesa.SG.7.0.154,Siemens.Gamesa.SG.8.0.167,Siemens.Gamesa.SG.10.0.193
3.56,0.023327,0.022549,0.019695,0.032087,0.015861,0.040117,0.009146,0.005022,0.018893,0.020146,0.016572,0.018966,0.017942,0.029935,0.030352,0.021203,0.017329,0.033402,0.039264,0.016739,0.020785,0.018707,0.023413,0.020777,0.037701,0.033103,0.028877,0.022471,0.034572,0.028877,0.03249,0.024988,0.022369,0.020771,0.019182,0.027472,0.012879,0.022794,0.032426,0.024731,0.0271,0.035308,0.035679,0.032179,0.017267,0.017056,0.011738,0.02207,0.025639,0.032739,0.03195,0.048027,0.028176,0.030773,0.049949,0.022491,0.053042,0.040828,0.047941,0.047898,0.064168,0.062235,0.022461,0.009489,0.021089,0.023315,0.0267,0.016551,0.009239,0.033451,0.033046,0.021847,0.019454,0.015381,0.019537,0.017795,0.022617,0.033658,0.05182,0.047738,0.005691,0.004723,0.027982,0.015126,0.024202,0.010484,0.024327,0.036678,0.02255,0.021084,0.014694,0.020494,0.016387,0.030759,0.041798,0.03572,0.026161,0.035175,0.04211,0.033436,0.01314,0.027012,0.025034,0.020413,0.026167,0.008228,0.006666,0.00894,0.013884,0.023991,0.010983,0.015757,0.013833,0.010025,0.023019,0.033723,0.030425,0.018362,0.04194,0.044785,0.059176,0.032612,0.032381,0.015603,0.005622,0.004944,0.002681,0.003488,0.000259,0.045422,0.029784,0.044845,0.057259,0.035633,0.047407,0.044343,0.046073,0.0206,0.047812,0.070601,0.017507,0.025122,0.019037,0.024948,0.023044,0.020888,0.02517,0.017497,0.025589,0.015648,0.018629,0.017807,0.024035,0.020071,0.022056,0.019299,0.025733,0.022056,0.021325,0.020034
3.57,0.023711,0.02286,0.019964,0.032484,0.016149,0.040521,0.009362,0.005158,0.019167,0.020434,0.016807,0.019236,0.018121,0.030248,0.030669,0.021486,0.017509,0.033708,0.039623,0.016974,0.021024,0.018922,0.023653,0.02099,0.038076,0.033432,0.029164,0.022694,0.034916,0.029164,0.032818,0.025251,0.02262,0.021004,0.019397,0.027775,0.013165,0.023132,0.032789,0.025052,0.027498,0.0357,0.036045,0.032511,0.017556,0.017319,0.011969,0.022388,0.025998,0.033173,0.032406,0.048715,0.028546,0.03114,0.050466,0.022829,0.053591,0.041294,0.048411,0.048403,0.064801,0.062845,0.022774,0.009669,0.021382,0.023626,0.027031,0.016802,0.009417,0.033883,0.033389,0.022139,0.019738,0.015611,0.019803,0.018105,0.022969,0.03408,0.052416,0.048284,0.005828,0.004849,0.028308,0.015381,0.024552,0.010676,0.024658,0.037086,0.02286,0.021374,0.014926,0.020783,0.016635,0.031145,0.04226,0.036051,0.026489,0.03562,0.042575,0.033881,0.01341,0.027431,0.025331,0.020725,0.026546,0.008419,0.006827,0.009148,0.014159,0.024321,0.011184,0.01598,0.014029,0.010256,0.02336,0.034219,0.030872,0.018637,0.042477,0.045311,0.059814,0.033027,0.032752,0.01587,0.005759,0.005071,0.002761,0.00359,0.000271,0.045848,0.03013,0.045317,0.057847,0.036055,0.047954,0.044835,0.046549,0.020895,0.048305,0.071293,0.017761,0.025438,0.019375,0.025322,0.023394,0.02122,0.025537,0.017772,0.025937,0.015912,0.018942,0.018111,0.0244,0.020386,0.022391,0.019592,0.026123,0.022391,0.02166,0.02037
3.58,0.023767,0.022897,0.019998,0.032528,0.016197,0.040556,0.009407,0.005191,0.019202,0.020471,0.016837,0.01927,0.018146,0.030282,0.030698,0.021521,0.01753,0.033736,0.039656,0.017005,0.021049,0.018944,0.023678,0.021013,0.038113,0.033465,0.029193,0.022716,0.034949,0.029193,0.032851,0.025278,0.022647,0.021029,0.01942,0.027806,0.01322,0.023174,0.032829,0.025088,0.027547,0.035741,0.036079,0.032542,0.017601,0.017356,0.012011,0.022432,0.026044,0.033224,0.032464,0.048804,0.028588,0.03118,0.050512,0.022875,0.05364,0.04134,0.04845,0.04845,0.064854,0.062897,0.022812,0.0097,0.021418,0.023662,0.027065,0.016835,0.009448,0.033929,0.033416,0.022171,0.019771,0.01564,0.019835,0.018154,0.023017,0.034126,0.052477,0.04834,0.005858,0.004879,0.028342,0.015419,0.024597,0.010708,0.024698,0.037127,0.022898,0.021409,0.014959,0.020819,0.01667,0.031185,0.042308,0.03608,0.026523,0.035667,0.042623,0.033931,0.01346,0.027489,0.025361,0.020769,0.026595,0.008459,0.006861,0.00919,0.014208,0.024362,0.011217,0.016009,0.014054,0.010304,0.023402,0.034279,0.030926,0.018672,0.04254,0.045366,0.059873,0.033075,0.032789,0.015912,0.005788,0.0051,0.002781,0.003616,0.000276,0.045882,0.030166,0.045361,0.0579,0.0361,0.04801,0.044884,0.046592,0.020934,0.04835,0.071352,0.017795,0.025473,0.019431,0.025374,0.023443,0.021266,0.025586,0.017811,0.02598,0.015951,0.01899,0.018158,0.024451,0.020432,0.022438,0.019633,0.026178,0.022438,0.021709,0.020422
3.59,0.024155,0.02321,0.020269,0.032928,0.016489,0.040962,0.009626,0.00533,0.019477,0.02076,0.017074,0.019542,0.018327,0.030598,0.031016,0.021806,0.017711,0.034044,0.040017,0.017243,0.02129,0.019161,0.02392,0.021228,0.03849,0.033796,0.029482,0.022941,0.035295,0.029482,0.033181,0.025542,0.0229,0.021264,0.019637,0.028111,0.01351,0.023515,0.033194,0.025411,0.027947,0.036136,0.036447,0.032877,0.017893,0.017622,0.012246,0.022753,0.026406,0.033661,0.032923,0.049498,0.028961,0.031549,0.051032,0.023217,0.054192,0.041808,0.048922,0.048957,0.06549,0.06351,0.023127,0.009883,0.021713,0.023975,0.027398,0.017088,0.009628,0.034363,0.033761,0.022464,0.020056,0.015872,0.020104,0.018467,0.023372,0.03455,0.053076,0.04889,0.005998,0.005008,0.02867,0.015677,0.024949,0.010901,0.025031,0.037536,0.02321,0.0217,0.015193,0.02111,0.01692,0.031573,0.042773,0.036413,0.026853,0.036115,0.043092,0.034379,0.013734,0.027912,0.025659,0.021084,0.026977,0.008653,0.007025,0.009402,0.014487,0.024694,0.01142,0.016234,0.014252,0.010539,0.023744,0.034778,0.031376,0.01895,0.04308,0.045895,0.060515,0.033493,0.033162,0.016183,0.005927,0.00523,0.002862,0.003721,0.000289,0.046311,0.030514,0.045836,0.05849,0.036525,0.048561,0.045379,0.04707,0.021231,0.048846,0.072048,0.018052,0.025791,0.019774,0.025751,0.023796,0.021601,0.025956,0.018088,0.02633,0.016217,0.019306,0.018465,0.024819,0.02075,0.022776,0.019929,0.026573,0.022776,0.022046,0.020762
3.6,0.024546,0.023525,0.020542,0.03333,0.016784,0.041371,0.009848,0.005473,0.019755,0.021053,0.017313,0.019815,0.01851,0.030915,0.031335,0.022093,0.017894,0.034353,0.04038,0.017483,0.021532,0.019379,0.024163,0.021444,0.03887,0.034129,0.029772,0.023167,0.035644,0.029772,0.033514,0.025809,0.023155,0.021501,0.019856,0.028417,0.013803,0.023857,0.033562,0.025735,0.028351,0.036533,0.036817,0.033214,0.018188,0.01789,0.012483,0.023077,0.02677,0.0341,0.033386,0.050197,0.029335,0.031921,0.051555,0.023561,0.054748,0.042279,0.049396,0.049468,0.06613,0.064126,0.023444,0.010068,0.022011,0.02429,0.027732,0.017343,0.00981,0.034799,0.034107,0.022759,0.020343,0.016106,0.020374,0.018784,0.023729,0.034977,0.053679,0.049443,0.00614,0.00514,0.029,0.015937,0.025304,0.011097,0.025366,0.037949,0.023525,0.021994,0.015429,0.021403,0.017173,0.031962,0.043241,0.036748,0.027184,0.036565,0.043564,0.034829,0.014011,0.028338,0.025959,0.021401,0.027361,0.00885,0.007191,0.009616,0.014769,0.02503,0.011626,0.016461,0.014451,0.010777,0.024089,0.035279,0.031829,0.019229,0.043624,0.046428,0.061159,0.033913,0.033538,0.016456,0.006068,0.005362,0.002945,0.003828,0.000302,0.046741,0.030865,0.046314,0.059084,0.036952,0.049115,0.045878,0.047551,0.021531,0.049345,0.072747,0.01831,0.026111,0.020121,0.026132,0.024152,0.021939,0.026329,0.018368,0.026682,0.016486,0.019626,0.018775,0.025191,0.021071,0.023117,0.020227,0.02697,0.023117,0.022387,0.021105
3.61,0.024941,0.023842,0.020818,0.033734,0.017082,0.041781,0.010073,0.005618,0.020034,0.021347,0.017553,0.02009,0.018695,0.031235,0.031656,0.022383,0.018078,0.034664,0.040746,0.017725,0.021776,0.019598,0.024409,0.021661,0.039252,0.034465,0.030065,0.023395,0.035994,0.030065,0.033848,0.026077,0.023411,0.021739,0.020075,0.028726,0.0141,0.024202,0.033933,0.026062,0.028756,0.036933,0.037189,0.033552,0.018486,0.01816,0.012724,0.023404,0.027137,0.034543,0.033852,0.050901,0.029712,0.032296,0.052081,0.023907,0.055305,0.042752,0.049873,0.049981,0.066772,0.064745,0.023763,0.010255,0.02231,0.024607,0.028068,0.0176,0.009994,0.035238,0.034454,0.023055,0.020631,0.016341,0.020645,0.019103,0.024089,0.035407,0.054285,0.049999,0.006284,0.005274,0.029332,0.016199,0.025661,0.011295,0.025704,0.038363,0.023842,0.022289,0.015667,0.021698,0.017428,0.032354,0.043711,0.037085,0.027518,0.037017,0.044038,0.035281,0.014291,0.028768,0.02626,0.021721,0.027749,0.00905,0.007361,0.009833,0.015054,0.025367,0.011833,0.01669,0.014651,0.011019,0.024436,0.035784,0.032285,0.019511,0.044172,0.046963,0.061807,0.034337,0.033915,0.016732,0.006212,0.005497,0.00303,0.003937,0.000317,0.047174,0.031217,0.046794,0.059681,0.037382,0.049672,0.046379,0.048034,0.021834,0.049847,0.07345,0.018571,0.026433,0.020471,0.026516,0.024511,0.02228,0.026705,0.018649,0.027037,0.016757,0.019948,0.019088,0.025566,0.021394,0.023461,0.020528,0.027371,0.023461,0.022731,0.021451
3.62,0.025682,0.024443,0.021339,0.034506,0.017638,0.042571,0.010487,0.00588,0.020563,0.021904,0.018008,0.020612,0.019045,0.031846,0.032274,0.022931,0.018429,0.035262,0.041448,0.018182,0.022242,0.020018,0.024877,0.022077,0.039984,0.035108,0.030626,0.023831,0.036666,0.030626,0.034488,0.026591,0.0239,0.022193,0.020495,0.029316,0.014648,0.024856,0.034641,0.026685,0.029526,0.037699,0.037904,0.034202,0.019043,0.018669,0.01317,0.02402,0.027833,0.035384,0.034734,0.052233,0.03043,0.03301,0.053092,0.024562,0.056379,0.04366,0.050792,0.050966,0.06801,0.065939,0.024369,0.010602,0.022879,0.025211,0.028711,0.018086,0.010336,0.036075,0.035125,0.02362,0.021179,0.016787,0.021161,0.0197,0.024769,0.036226,0.055445,0.051064,0.006548,0.005518,0.029967,0.016691,0.026338,0.011664,0.026345,0.039158,0.024443,0.02285,0.016115,0.022257,0.017908,0.033104,0.044612,0.037733,0.028155,0.037882,0.044945,0.036143,0.01481,0.029578,0.026838,0.022325,0.028482,0.009417,0.00767,0.010232,0.015583,0.026008,0.01222,0.017123,0.015032,0.011464,0.025094,0.036742,0.033149,0.020044,0.045214,0.047988,0.063052,0.035143,0.034637,0.017248,0.006474,0.005742,0.003183,0.004135,0.000341,0.04801,0.031892,0.047717,0.06083,0.038204,0.050738,0.047338,0.048964,0.022405,0.050811,0.074804,0.019064,0.027047,0.021124,0.02724,0.025188,0.022921,0.027416,0.019179,0.027711,0.017265,0.020553,0.019675,0.026272,0.022003,0.024109,0.021095,0.028127,0.024109,0.023378,0.022099
3.63,0.026085,0.024766,0.02162,0.034918,0.017944,0.042986,0.010722,0.006033,0.020848,0.022204,0.018253,0.020893,0.019236,0.032172,0.032599,0.023227,0.018617,0.035578,0.041819,0.018429,0.02249,0.020241,0.025127,0.022299,0.040372,0.035448,0.030923,0.024063,0.037021,0.030923,0.034828,0.026864,0.024161,0.022435,0.020719,0.029629,0.014956,0.025207,0.035018,0.027017,0.029939,0.038106,0.038282,0.034546,0.019349,0.018946,0.013418,0.024354,0.028208,0.035835,0.03521,0.052952,0.030814,0.033391,0.053624,0.024917,0.056945,0.04414,0.051275,0.051487,0.068661,0.066566,0.024694,0.010794,0.023184,0.025533,0.029052,0.018347,0.010525,0.03652,0.035475,0.023921,0.021471,0.017026,0.021438,0.020028,0.025137,0.036662,0.056061,0.051629,0.006699,0.005659,0.030305,0.016959,0.026703,0.011868,0.02669,0.039579,0.024766,0.023151,0.016359,0.022558,0.018169,0.033501,0.04509,0.038075,0.028493,0.038341,0.045428,0.036604,0.0151,0.030018,0.027143,0.022652,0.028878,0.009625,0.007846,0.010458,0.015877,0.026351,0.012434,0.017356,0.015236,0.011715,0.025447,0.037255,0.033613,0.02033,0.045772,0.048532,0.063709,0.035574,0.035021,0.017531,0.006624,0.005882,0.003272,0.00425,0.000357,0.048448,0.03225,0.048204,0.061435,0.038641,0.051303,0.047847,0.049454,0.022714,0.05132,0.075516,0.01933,0.027374,0.021485,0.027633,0.025556,0.023269,0.0278,0.019468,0.028073,0.017542,0.020884,0.019996,0.026655,0.022335,0.02446,0.021403,0.028537,0.02446,0.023731,0.022454
3.64,0.026493,0.025091,0.021904,0.035332,0.018254,0.043403,0.01096,0.006188,0.021136,0.022506,0.018501,0.021177,0.01943,0.032501,0.032927,0.023525,0.018807,0.035896,0.042193,0.018678,0.02274,0.020466,0.025378,0.022522,0.040763,0.035792,0.031222,0.024296,0.03738,0.031222,0.035171,0.027139,0.024424,0.022679,0.020944,0.029945,0.015268,0.025561,0.035399,0.027352,0.030355,0.038516,0.038662,0.034892,0.019659,0.019225,0.01367,0.024692,0.028586,0.036289,0.035689,0.053676,0.031201,0.033775,0.05416,0.025274,0.057514,0.044624,0.05176,0.052011,0.069316,0.067197,0.025021,0.010989,0.023492,0.025858,0.029395,0.018611,0.010717,0.036968,0.035827,0.024224,0.021766,0.017268,0.021718,0.02036,0.025508,0.037102,0.056681,0.052198,0.006852,0.005802,0.030645,0.017231,0.027071,0.012073,0.027037,0.040004,0.025091,0.023454,0.016605,0.022862,0.018433,0.033901,0.045572,0.038419,0.028833,0.038803,0.045914,0.037067,0.015394,0.030461,0.027451,0.022983,0.029276,0.009836,0.008026,0.010688,0.016175,0.026698,0.01265,0.017592,0.015443,0.011971,0.025802,0.037772,0.034079,0.020619,0.046334,0.04908,0.06437,0.036008,0.035407,0.017817,0.006776,0.006026,0.003364,0.004368,0.000373,0.048889,0.032611,0.048695,0.062045,0.039081,0.051873,0.04836,0.049947,0.023026,0.051832,0.076232,0.019599,0.027704,0.02185,0.028029,0.025927,0.02362,0.028187,0.019759,0.028438,0.017823,0.021218,0.02032,0.027042,0.02267,0.024816,0.021713,0.028952,0.024816,0.024087,0.022814
3.65,0.026903,0.025419,0.022189,0.03575,0.018568,0.043823,0.011202,0.006347,0.021425,0.022811,0.018751,0.021462,0.019625,0.032832,0.033256,0.023825,0.018998,0.036217,0.042569,0.018929,0.022991,0.020692,0.025632,0.022747,0.041156,0.036137,0.031524,0.02453,0.03774,0.031524,0.035515,0.027415,0.024688,0.022924,0.02117,0.030263,0.015583,0.025917,0.035782,0.027688,0.030773,0.038928,0.039044,0.035241,0.019971,0.019508,0.013925,0.025032,0.028967,0.036746,0.036171,0.054406,0.03159,0.034161,0.054699,0.025634,0.058086,0.04511,0.052249,0.052538,0.069973,0.067831,0.02535,0.011186,0.023801,0.026185,0.029741,0.018877,0.010912,0.037418,0.03618,0.024528,0.022062,0.01751,0.021999,0.020695,0.025881,0.037545,0.057305,0.05277,0.007007,0.005949,0.030988,0.017505,0.027442,0.012281,0.027386,0.040431,0.025419,0.02376,0.016854,0.023168,0.018698,0.034303,0.046057,0.038765,0.029176,0.039268,0.046403,0.037534,0.015692,0.030908,0.027761,0.023316,0.029678,0.01005,0.008208,0.01092,0.016476,0.027046,0.012868,0.017829,0.015651,0.01223,0.02616,0.038292,0.034549,0.020909,0.0469,0.04963,0.065035,0.036445,0.035795,0.018106,0.006931,0.006172,0.003458,0.004489,0.00039,0.049332,0.032973,0.049188,0.062657,0.039524,0.052445,0.048876,0.050443,0.02334,0.052346,0.076952,0.01987,0.028036,0.022218,0.028429,0.026301,0.023974,0.028578,0.020053,0.028806,0.018106,0.021554,0.020648,0.027433,0.023008,0.025174,0.022027,0.02937,0.025174,0.024446,0.023176
3.66,0.027317,0.025748,0.022477,0.03617,0.018884,0.044244,0.011447,0.006508,0.021717,0.023118,0.019002,0.02175,0.019824,0.033166,0.033587,0.024127,0.01919,0.036539,0.042947,0.019182,0.023243,0.020919,0.025886,0.022973,0.041552,0.036484,0.031827,0.024766,0.038103,0.031827,0.035862,0.027693,0.024954,0.023171,0.021398,0.030582,0.015902,0.026275,0.036168,0.028026,0.031194,0.039342,0.039428,0.035591,0.020287,0.019792,0.014182,0.025376,0.029351,0.037207,0.036657,0.055141,0.031982,0.03455,0.05524,0.025997,0.05866,0.045599,0.052739,0.053067,0.070634,0.068468,0.025681,0.011385,0.024113,0.026513,0.030088,0.019144,0.011108,0.03787,0.036534,0.024835,0.022359,0.017755,0.022282,0.021033,0.026257,0.037991,0.057932,0.053345,0.007165,0.006098,0.031332,0.017782,0.027815,0.012491,0.027738,0.040861,0.025749,0.024067,0.017104,0.023476,0.018966,0.034708,0.046545,0.039112,0.02952,0.039735,0.046894,0.038003,0.015993,0.031359,0.028072,0.023652,0.030082,0.010267,0.008393,0.011156,0.016781,0.027397,0.013089,0.018067,0.01586,0.012493,0.02652,0.038815,0.035021,0.021202,0.047469,0.050183,0.065703,0.036884,0.036185,0.018398,0.007088,0.006321,0.003553,0.004612,0.000407,0.049777,0.033338,0.049683,0.063273,0.039969,0.053021,0.049394,0.050941,0.023657,0.052864,0.077674,0.020144,0.02837,0.022591,0.028832,0.026678,0.02433,0.028971,0.02035,0.029176,0.018391,0.021894,0.020978,0.027826,0.023349,0.025535,0.022343,0.029791,0.025535,0.024808,0.023543
3.67,0.027733,0.026079,0.022766,0.036591,0.019203,0.044667,0.011695,0.006672,0.02201,0.023427,0.019255,0.02204,0.020023,0.033501,0.033919,0.024431,0.019384,0.036862,0.043326,0.019437,0.023497,0.021147,0.026143,0.0232,0.041949,0.036833,0.032131,0.025002,0.038467,0.032131,0.03621,0.027973,0.025221,0.023419,0.021627,0.030903,0.016225,0.026635,0.036555,0.028366,0.031617,0.039759,0.039814,0.035943,0.020605,0.020079,0.014442,0.025721,0.029737,0.037669,0.037145,0.055879,0.032375,0.034941,0.055783,0.026362,0.059237,0.04609,0.053231,0.053599,0.071297,0.069107,0.026013,0.011586,0.024426,0.026843,0.030436,0.019413,0.011306,0.038324,0.036889,0.025142,0.022658,0.018,0.022567,0.021373,0.026635,0.038438,0.058562,0.053922,0.007324,0.006249,0.031678,0.018061,0.02819,0.012703,0.028091,0.041292,0.026081,0.024377,0.017356,0.023785,0.019235,0.035113,0.047035,0.039461,0.029865,0.040204,0.047388,0.038475,0.016296,0.031813,0.028385,0.023991,0.030488,0.010487,0.00858,0.011395,0.017088,0.02775,0.013311,0.018307,0.01607,0.012759,0.026881,0.039341,0.035495,0.021495,0.048042,0.050739,0.066373,0.037326,0.036578,0.018691,0.007247,0.006471,0.00365,0.004737,0.000425,0.050224,0.033704,0.050181,0.06389,0.040416,0.053599,0.049915,0.051442,0.023975,0.053383,0.0784,0.020419,0.028705,0.022966,0.029237,0.027058,0.024689,0.029367,0.020649,0.029548,0.018678,0.022236,0.021311,0.028222,0.023692,0.025898,0.022661,0.030215,0.025898,0.025173,0.023912
3.68,0.027791,0.026118,0.022801,0.036637,0.019254,0.044703,0.011745,0.00671,0.022047,0.023465,0.019287,0.022076,0.020053,0.033539,0.033948,0.024468,0.019406,0.036893,0.043362,0.019469,0.023523,0.021171,0.02617,0.023224,0.041988,0.036867,0.032161,0.025026,0.038503,0.032161,0.036245,0.028001,0.025249,0.023446,0.021652,0.030935,0.016284,0.026677,0.036598,0.028402,0.031665,0.039802,0.03985,0.035976,0.020654,0.020119,0.014487,0.025768,0.029785,0.037723,0.037205,0.055971,0.032419,0.034983,0.055831,0.026409,0.059288,0.046138,0.053273,0.053648,0.071353,0.069161,0.026051,0.01162,0.024463,0.026879,0.030471,0.019446,0.011339,0.03837,0.036915,0.025175,0.022691,0.018029,0.0226,0.021425,0.026684,0.038487,0.058625,0.053979,0.007357,0.006283,0.031714,0.018101,0.028237,0.012736,0.028133,0.041336,0.026121,0.024413,0.017391,0.023823,0.019272,0.035154,0.047086,0.039493,0.0299,0.040252,0.047439,0.038527,0.01635,0.031874,0.028415,0.024036,0.030539,0.010531,0.008619,0.011442,0.017141,0.027791,0.013347,0.018336,0.016096,0.012811,0.026923,0.039401,0.035549,0.021531,0.048107,0.050794,0.066435,0.037375,0.036617,0.018736,0.00728,0.006504,0.003674,0.004767,0.000431,0.05026,0.033741,0.050227,0.063946,0.040463,0.053657,0.049967,0.051487,0.024016,0.05343,0.078462,0.020454,0.028742,0.023026,0.029292,0.02711,0.024736,0.029418,0.02069,0.029593,0.01872,0.022286,0.02136,0.028275,0.02374,0.025948,0.022704,0.030273,0.025948,0.025224,0.023967
3.69,0.028211,0.026451,0.023093,0.037062,0.019577,0.045128,0.011997,0.006878,0.022343,0.023776,0.019542,0.022368,0.020256,0.033877,0.034282,0.024775,0.019601,0.037219,0.043744,0.019726,0.023779,0.021401,0.026428,0.023453,0.042388,0.037219,0.032467,0.025264,0.03887,0.032467,0.036597,0.028283,0.025519,0.023696,0.021883,0.031258,0.016612,0.02704,0.036989,0.028744,0.032091,0.040221,0.040238,0.036331,0.020976,0.020408,0.014751,0.026117,0.030174,0.038189,0.037697,0.056717,0.032816,0.035376,0.056378,0.026777,0.059869,0.046633,0.053768,0.054183,0.072021,0.069804,0.026386,0.011823,0.024779,0.027211,0.030821,0.019717,0.01154,0.038827,0.037271,0.025485,0.022991,0.018277,0.022887,0.02177,0.027065,0.038937,0.05926,0.054561,0.00752,0.006438,0.032062,0.018383,0.028616,0.01295,0.02849,0.041771,0.026455,0.024725,0.017646,0.024136,0.019544,0.035562,0.047579,0.039844,0.030248,0.040724,0.047937,0.039001,0.016658,0.032331,0.02873,0.024377,0.030948,0.010754,0.00881,0.011685,0.017452,0.028147,0.013572,0.018578,0.016308,0.013082,0.027287,0.03993,0.036026,0.021827,0.048684,0.051354,0.06711,0.03782,0.037012,0.019032,0.007441,0.006658,0.003774,0.004895,0.00045,0.05071,0.03411,0.050728,0.064568,0.040913,0.054239,0.050492,0.051991,0.024338,0.053952,0.079192,0.020732,0.02908,0.023407,0.029701,0.027493,0.025098,0.029817,0.020992,0.029968,0.01901,0.022631,0.021696,0.028675,0.024087,0.026315,0.023025,0.030701,0.026315,0.025593,0.02434
3.7,0.028634,0.026787,0.023387,0.03749,0.019902,0.045555,0.012252,0.007048,0.022641,0.024089,0.019799,0.022662,0.020461,0.034218,0.034618,0.025084,0.019798,0.037547,0.044129,0.019985,0.024036,0.021632,0.026688,0.023684,0.042791,0.037572,0.032776,0.025504,0.03924,0.032776,0.03695,0.028567,0.02579,0.023947,0.022115,0.031583,0.016942,0.027404,0.037382,0.029089,0.032519,0.040644,0.040629,0.036687,0.021301,0.0207,0.015018,0.026469,0.030567,0.038659,0.038193,0.057467,0.033215,0.035772,0.056928,0.027148,0.060453,0.04713,0.054266,0.054721,0.072691,0.070451,0.026723,0.012029,0.025096,0.027546,0.031173,0.019989,0.011742,0.039286,0.037628,0.025796,0.023293,0.018526,0.023176,0.022118,0.027449,0.039391,0.059898,0.055146,0.007684,0.006595,0.032413,0.018667,0.028997,0.013167,0.028848,0.042208,0.026792,0.025039,0.017902,0.02445,0.019819,0.035973,0.048076,0.040198,0.030597,0.041199,0.048438,0.039479,0.01697,0.032793,0.029046,0.024721,0.031361,0.01098,0.009003,0.011931,0.017767,0.028504,0.013799,0.018822,0.016522,0.013356,0.027653,0.040462,0.036506,0.022124,0.049265,0.051916,0.067788,0.038268,0.037409,0.019332,0.007606,0.006814,0.003876,0.005025,0.00047,0.051162,0.03448,0.051231,0.065193,0.041366,0.054824,0.05102,0.052497,0.024662,0.054478,0.079925,0.021012,0.02942,0.023791,0.030114,0.02788,0.025462,0.030219,0.021296,0.030346,0.019303,0.02298,0.022036,0.029078,0.024437,0.026685,0.023349,0.031132,0.026685,0.025964,0.024717
