cluster,scalar,offset,lon,lat,type,country,elevation,slope,aspect,roughness,curvature,distance_to_coast_km,nearby_mean_correction,nearby_correction_variance,turbine_density,era5_elevation_error,era5_roughness,subgrid_terrain_variance,latitude,longitude,abs_latitude,coastal_latitude
24.0,1.0636127832733302,-0.1403455814689178,-3.90625,50.1764705882353,onshore,UK,-100.0,0.0,90.0,24.687657191695976,2.3347960556231587e-07,6.797761490197519,0.7815061314325074,0.07051875688226117,2,134.79806472202537,0.07089943438768387,11.942968297817503,50.1764705882353,-3.90625,50.1764705882353,50.1764705882353
25.0,0.7109873745502462,1.180233217083576,-3.25,50.1764705882353,onshore,UK,-100.0,0.03875163158443103,270.0,17.75303119636587,7.107018376915929e-07,23.14059707007907,1.4207137601294377,0.3571009768561074,2,99.56806454357502,5.812564631924033e-05,8.087213197253087,50.1764705882353,-3.25,50.1764705882353,50.1764705882353
26.0,1.777814736985545,-3.503543194642494,-2.59375,50.1764705882353,onshore,UK,-100.0,0.31216407243266053,161.1654043085474,35.31526786416843,7.796952601555927e-07,26.901501389635087,0.7815986939597735,0.07061131940952736,2,104.22689299161793,5.1807553973048925e-05,39.762251437122195,50.1764705882353,-2.59375,50.1764705882353,50.1764705882353
27.0,0.8522100133693009,0.329814454863686,-1.9375,50.1764705882353,onshore,UK,-100.0,0.3120273567097486,310.19560894061226,31.464227153008125,7.079870934984136e-08,30.245515744685637,1.2480445681920296,0.5297701687935155,2,95.51947251673609,3.976741572842002e-05,32.00045879551044,50.1764705882353,-1.9375,50.1764705882353,50.1764705882353
28.0,0.718274399398514,0.7642877148463504,-1.28125,50.1764705882353,onshore,UK,-72.03178145741931,0.33087670666315727,190.32709586122945,42.657565616327524,4.898945692727654e-07,29.054251263940994,0.8564041124248117,0.04383779893683134,3,70.31285260875539,3.440299769863486e-05,35.735326527490294,50.1764705882353,-1.28125,50.1764705882353,50.1764705882353
29.0,0.912068279415368,0.4101757207380785,-0.625,50.1764705882353,onshore,UK,-100.0,0.32151107580305627,164.55832949424578,44.526095362247595,9.68624627873815e-07,41.33231887614335,0.783696757990841,0.04719967491950043,3,99.91859199178619,3.8456113543361425e-05,36.066598880597674,50.1764705882353,-0.625,50.1764705882353,50.1764705882353
30.0,0.8278818300842425,0.6806214003609996,0.03125,50.1764705882353,onshore,UK,-63.37006162771115,0.4643593859299168,200.615860782065,34.066192038477325,6.993601157799159e-07,35.1865709345605,0.8298601529013322,0.058978234022960555,3,64.00006500870772,4.155555507168174e-05,33.12591906706003,50.1764705882353,0.03125,50.1764705882353,50.1764705882353
31.0,0.7765488752204636,0.6619841720602966,0.6875,50.1764705882353,onshore,UK,-95.54396562463432,0.3019821006394456,259.8001298574626,46.01067612637995,1.5207284233577407e-06,21.5214706071398,0.8375325110064992,0.03448052867057709,3,93.36098623373631,4.0363462176173925e-05,45.63247254958962,50.1764705882353,0.6875,50.1764705882353,50.1764705882353
32.0,0.8837523988670898,0.5240028059243532,1.34375,50.1764705882353,onshore,UK,36.93136828073543,0.3087960899158366,182.77997599840785,31.068665735676657,-8.414854288824395e-07,7.788303085036977,0.6921375775859124,0.08441129763455113,2,-36.09104843081216,5.252280971035361e-05,32.43063079851688,50.1764705882353,1.34375,50.1764705882353,50.1764705882353
33.0,0.6077262799513613,1.0837247501574534,2.0,50.1764705882353,onshore,UK,2.951500538231304,0.2376216279866072,27.534902808994808,47.148163104032996,5.351938174184371e-07,23.45984451882214,0.8837523988670898,0.0,1,81.99150728362937,0.3811437487602234,40.08494801216166,50.1764705882353,2.0,50.1764705882353,50.1764705882353
