ID,longitude,latitude,cluster
570714700000000027,12.5097672695958,55.6361781024301,7
570714700000000034,12.5113115184637,55.6365984636014,7
570714700000000041,12.6204075061706,55.697790926448,7
570714700000000058,12.6223676000467,55.6976497852048,7
570714700000000065,12.6253808481141,55.6974978976273,7
570714700000000140,12.4919746279971,55.6021643601152,7
570714700000000157,12.4930663192655,55.6034600319523,7
570714700000000171,12.2098170574653,55.5803087697384,7
570714700000000188,12.2110069564205,55.5795318961433,7
570714700000000195,12.2121844380955,55.5787725979863,7
570714700000000201,12.0069359372809,55.6292892089285,7
570714700000000218,12.0064499510421,55.6284339559713,7
570714700000000225,12.0059639865867,55.627578700741,7
570714700000000232,12.045052297185,55.6000493852313,7
570714700000000249,12.0469710398267,55.5991034826582,7
570714700000000256,12.0488580649811,55.5981674179619,7
570714700000000263,11.8989092853756,55.6732008143272,7
570714700000000270,11.8993137468412,55.6741134095897,7
570714700000000287,11.8997140657273,55.675025652099,7
570714700000000294,11.9001297491154,55.6759388786295,7
570714700000000300,11.9005688409056,55.6768413921327,7
570714700000000317,12.2659072821034,55.9004705186023,7
570714700000000324,12.2668206523242,55.9017062893018,7
570714700000000331,12.2677244649212,55.9029646941361,7
570714700000000348,12.1924201735003,55.8993997494075,7
570714700000000355,12.1927224375833,55.8979729701609,7
570714700000000362,12.1930249074466,55.8965469934128,7
570714700000000379,12.2872049339191,55.8677082864081,7
570714700000000591,11.8927904945273,55.8157178148262,7
570714700000000638,11.628160930691,55.8937639601258,7
570714700000000645,11.6291703622141,55.8920580215776,7
570714700000000652,11.6272327518313,55.8906304859127,7
570714700000000683,11.3112219726243,55.7289245564858,7
570714700000000690,11.3090957917971,55.7283143633659,7
570714700000000706,11.3133520960989,55.7295383242047,7
570714700000000713,11.2912412518716,55.4434250569401,7
570714700000000720,11.2930377649288,55.4438739757994,7
570714700000000737,11.2948531149875,55.4443306946209,7
570714700000000744,11.3765026340337,55.3502395916345,7
570714700000000751,11.3751473024361,55.3490526646436,7
570714700000000768,11.6854823899811,55.6494858850198,7
570714700000000775,11.6866688956629,55.6494947752712,7
570714700000000782,11.6878739113019,55.6494907535788,7
570714700000000799,11.3487728687726,55.4535364288587,7
570714700000000805,11.3492071113331,55.4524153214145,7
570714700000000812,11.3496432129166,55.4512912999971,7
570714700000000829,11.2723177839674,55.4079278442183,7
570714700000000836,11.2723057842201,55.4089157943559,7
570714700000000843,11.2722980908336,55.4099099561452,7
570714700000000850,11.3469715342372,55.3665965579947,7
570714700000000867,11.349341650971,55.3665973025261,7
570714700000000874,11.3516982214792,55.3665931382961,7
570714700000000881,11.2762796825433,55.3484010967907,7
570714700000000898,11.278339706691,55.3477216420021,7
570714700000000904,11.2804235185709,55.3471059748709,7
570714700000000942,11.4428986241986,55.7337076981131,7
570714700000000959,11.4425579600194,55.7325819459574,7
570714700000000966,11.4422206855041,55.7314769783923,7
570714700000000973,11.2209624860157,55.3555967258768,7
570714700000000980,11.2244391370474,55.3556857406496,7
570714700000000997,11.2621876417858,55.4561777043402,7
570714700000001000,11.262802770982,55.4570974210021,7
570714700000001017,11.2634509643793,55.4580277583406,7
570714700000001055,11.4374087235696,55.4685784323838,7
570714700000001062,11.438365718005,55.4676002770263,7
570714700000001079,11.336247510023,55.5064648089184,7
570714700000001086,11.3362583481121,55.5054822654424,7
570714700000001093,11.3362727872201,55.5044883277828,7
570714700000001994,11.9500740113691,54.7239808558728,3
570714700000002045,11.3405966837491,55.2488439079661,7
570714700000002052,11.3426506244079,55.2477889446939,7
570714700000002069,11.3447002102891,55.2467393326086,7
570714700000002076,11.2300727851672,54.9574224409051,3
570714700000002083,11.2332082054859,54.9573826719811,3
570714700000002090,11.8405943071977,54.8917034227667,3
570714700000002106,11.8428082812766,54.8908506539069,3
570714700000002113,11.8416607930515,54.8895749991693,3
570714700000002120,11.948403561522,54.7208181014627,3
570714700000002151,11.3623523365601,55.2352184260567,7
570714700000002168,11.3764740994312,55.2334197055913,7
570714700000002175,11.3751929116795,55.2311655567482,7
570714700000002182,11.2181867233774,55.3252353512767,7
570714700000002199,11.2203466072625,55.323926953411,7
570714700000002205,11.2225031843507,55.322618306269,7
570714700000002212,11.0898182289358,54.7963671692821,3
570714700000002229,11.0895806505984,54.795115626544,3
570714700000002236,11.0893249147649,54.7938616094778,3
570714700000002274,11.0610718248865,54.7903053384699,3
570714700000002281,11.0643475198408,54.7903624434572,3
570714700000002298,11.0645584215914,54.7890588201658,3
570714700000002304,12.4280372008093,55.3331099755768,7
570714700000002311,12.4285149154,55.3348847197122,7
570714700000002366,11.6445007456214,54.8483131974375,3
570714700000002373,11.6441239975897,54.8466198935272,3
570714700000002380,11.847076625068,55.1011808690488,7
570714700000002397,11.8455208970238,55.0995390620009,7
570714700000002403,11.8434287558894,55.0995781492814,7
570714700000002410,11.844583015038,55.0985439318374,7
570714700000002427,11.8466722701681,55.0984540075323,7
570714700000002434,11.8343069275948,55.0915678338081,7
570714700000002441,11.837676775546,55.0907123950667,7
570714700000002458,11.8410518437663,55.0898640212727,7
570714700000002465,11.844409036486,55.0890130929202,7
570714700000002472,11.8477868154922,55.0881626672433,7
570714700000002489,11.4447578887831,55.3066645620762,7
570714700000002496,11.4415987154222,55.3067544786188,7
570714700000002502,11.4478725601049,55.3065993662113,7
570714700000002601,14.7673963239442,55.2076437681095,2
570714700000002618,14.7704695938154,55.2080189075382,2
570714700000002625,14.7735430723001,55.2083950408234,2
570714700000002731,15.0426895084175,55.0396037692655,2
570714700000002748,15.0450995316119,55.0402508753321,2
570714700000002755,15.0475081079056,55.0408971971617,2
570714700000002762,12.1960790882772,55.342344609264,7
570714700000002779,12.1961653188513,55.3409971400027,7
