data$speed,2019COE_DW100_100kW_27.6,2019COE_DW20_20kW_12.4,BergeyExcel10_8.9kW_7,BergeyExcel15_15.6kW_9.6,Bestwind30_27.2kW_13.1,CF10A_10kW_11.15,CF11A_11kW_11.15,CF11_11kW_9.36,CF15_15kW_11.15,CF20_20kW_13.1,EWT_DW52_900kW_51.5,EWT_DW54X_1MW_54.1,EWT_DW54_900kW_54,EWT_DW58_1MW_58,EWT_DW61_1MW_60.9,EntegrityEW50_50kW_15,FortisMontana_3.31kW_5.04,GhrepowerFD21-50_61.2kW_21.5,Jacobs31-20_12kW_9.45,Kestrele400nb_2.5kW_4,NPS100B-21_100kW_20.7,NPS100B-24C_95kW_24.4,NPS100B-24_95kW_23.6,NPS100C-21_100kW_20.7,NPS100C-24_95kW_24.4,NPS100C-27_90kW_27.4,NPS100C-28_90kW_27.6,NPS100C-28_90kW_28,NPS60C-24_60kW_24.4,PikaT701_1.5kW_3,SD6_5.2kW_5.5,SWIFT_1kW_2.1,Skystream3.7_2.1kW_3.7,VestasV27_225kW_27,VestasV29_225kW_29,2016CACost_NREL_Reference_10MW_205,2016CACost_NREL_Reference_6MW_155,2016CACost_NREL_Reference_8MW_180,2019ORCost_NREL_Reference_12MW_222,2019ORCost_NREL_Reference_15MW_248,2020ATB_NREL_Reference_12MW_214,2020ATB_NREL_Reference_15MW_240,2020ATB_NREL_Reference_18MW_263,DTU_Reference_v1_10MW_178,IEA_Reference_10MW_198,IEA_Reference_15MW_240,LEANWIND_Reference_8MW_164,NREL_Reference_5MW_126,WTK_Validation_offshore_normalized,2017COE_Market_Average_2.3MW_113,2018COE_Market_Average_2.4MW_116,2019COE_Market_Average_2.6MW_121,2020ATB_NREL_Reference_4MW_150,2020ATB_NREL_Reference_5.5MW_175,2020ATB_NREL_Reference_7MW_200,2023NREL_Bespoke_3.3MW_148,2023NREL_Bespoke_3MW_127.5,2023NREL_Bespoke_6MW_170,2023NREL_Bespoke_6MW_196,2023NREL_Bespoke_8.3MW_196,BAR_BAU-LBNL-IEA_3.3MW_156,BAR_BAU_LowSP_3.25MW_166,BAR_BAUa_5.0MW_167.4,BAR_HighSP_5.0MW_134.9,BAR_LowSP_4.5MW_194,BAR_LowSP_6.5MW_234,DOE_GE_1.5MW_77,IEA_Reference_3.4MW_130,IEC_Class1_Normalized_Industry_Composite,IEC_Class2_Normalized_Industry_Composite,IEC_Class3_Normalized_Industry_Composite,VestasV47_660kW_47,VestasV82_1.65MW_82,WTK_Validation_IEC-1_normalized,WTK_Validation_IEC-2_normalized,WTK_Validation_IEC-3_normalized
7.29,0.567929,0.552179,0.338464,0.446276,0.438561,0.590477,0.548498,0.468215,0.414903,0.423928,0.281787,0.275703,0.308539,0.319453,0.35209,0.23875,0.400813,0.493753,0.315212,0.382043,0.339477,0.482619,0.422938,0.339477,0.482556,0.594411,0.61708,0.611308,0.673882,0.370289,0.405873,0.204147,0.377722,0.309582,0.337702,0.388679,0.356626,0.375499,0.370311,0.369736,0.323125,0.325215,0.325451,0.312887,0.39442,0.361123,0.300489,0.29763,0.285521,0.448754,0.44999,0.454929,0.453047,0.448391,0.458604,0.588028,0.503002,0.455085,0.572769,0.439276,0.577152,0.639688,0.458281,0.30261,0.633273,0.636454,0.394549,0.448464,0.348139,0.449722,0.508363,0.312741,0.370213,0.292902,0.388181,0.475597
7.3,0.569665,0.553744,0.339778,0.447747,0.440131,0.592349,0.550343,0.469859,0.416499,0.425588,0.282878,0.276737,0.309706,0.320633,0.353369,0.240065,0.402228,0.495316,0.316593,0.383617,0.340592,0.484183,0.424277,0.340592,0.48412,0.596214,0.618715,0.612908,0.675584,0.371727,0.407396,0.205375,0.379159,0.3107,0.339008,0.390158,0.358041,0.376945,0.371755,0.371179,0.324444,0.32654,0.326777,0.314139,0.395942,0.362538,0.30171,0.298805,0.286657,0.450443,0.451685,0.456613,0.454741,0.450075,0.460309,0.589763,0.504662,0.456661,0.574497,0.440817,0.578991,0.641528,0.459951,0.303797,0.635117,0.638296,0.395921,0.450104,0.349468,0.451265,0.510017,0.31399,0.371574,0.294055,0.38965,0.477192
7.31,0.5714,0.555307,0.341096,0.449219,0.441702,0.59422,0.552187,0.471504,0.418097,0.427251,0.283971,0.277773,0.310874,0.321815,0.35465,0.241383,0.403646,0.496879,0.317977,0.385194,0.341707,0.485746,0.425616,0.341707,0.485685,0.598015,0.620347,0.614507,0.677282,0.373167,0.408921,0.206608,0.380597,0.311819,0.340317,0.391639,0.35946,0.378393,0.373203,0.372624,0.325767,0.327868,0.328106,0.315393,0.397467,0.363957,0.302933,0.299983,0.287796,0.452135,0.453382,0.458297,0.456436,0.45176,0.462016,0.591496,0.506323,0.458237,0.576225,0.44236,0.580829,0.643365,0.461624,0.304986,0.636958,0.640136,0.397294,0.451746,0.350799,0.452808,0.511672,0.31524,0.372936,0.295211,0.391122,0.478788
7.32,0.573133,0.556869,0.342416,0.450693,0.443274,0.596088,0.554031,0.473151,0.419696,0.428915,0.285066,0.27881,0.312045,0.322998,0.355932,0.242703,0.405066,0.498443,0.319365,0.386773,0.342824,0.48731,0.426956,0.342824,0.48725,0.599814,0.621977,0.616104,0.678977,0.374609,0.410448,0.207844,0.382038,0.31294,0.341627,0.393122,0.360881,0.379844,0.374653,0.374072,0.327092,0.329199,0.329438,0.31665,0.398994,0.365378,0.30416,0.301163,0.288937,0.453829,0.455081,0.459984,0.458134,0.453448,0.463725,0.593228,0.507983,0.459815,0.577951,0.443904,0.582666,0.6452,0.463298,0.306179,0.638796,0.641973,0.398668,0.45339,0.352132,0.454353,0.513326,0.316492,0.374299,0.296368,0.392596,0.480384
7.33,0.574866,0.55843,0.34374,0.452167,0.444847,0.597955,0.555875,0.474798,0.421297,0.430582,0.286163,0.279849,0.313217,0.324183,0.357215,0.244026,0.406487,0.500006,0.320755,0.388354,0.343941,0.488874,0.428296,0.343941,0.488814,0.601611,0.623605,0.617699,0.680667,0.376054,0.411976,0.209085,0.383481,0.314062,0.342939,0.394608,0.362305,0.381298,0.376106,0.375523,0.328421,0.330533,0.330772,0.31791,0.400524,0.366802,0.305388,0.302346,0.29008,0.455524,0.456782,0.461672,0.459833,0.455137,0.465436,0.594958,0.509644,0.461394,0.579676,0.445449,0.584502,0.647031,0.464974,0.307375,0.640632,0.643807,0.400042,0.455036,0.353468,0.455898,0.51498,0.317746,0.375664,0.297528,0.394071,0.48198
7.34,0.576597,0.559989,0.345067,0.453642,0.44642,0.59982,0.557718,0.476446,0.4229,0.43225,0.287261,0.28089,0.314392,0.325369,0.3585,0.245351,0.407911,0.50157,0.322149,0.389936,0.345059,0.490438,0.429636,0.345059,0.490379,0.603407,0.625231,0.619291,0.682354,0.377501,0.413505,0.210331,0.384926,0.315186,0.344253,0.396095,0.363732,0.382754,0.377561,0.376977,0.329752,0.33187,0.33211,0.319172,0.402058,0.368228,0.30662,0.303532,0.291225,0.457222,0.458485,0.463362,0.461534,0.456828,0.467148,0.596686,0.511305,0.462974,0.5814,0.446995,0.586337,0.64886,0.466651,0.308573,0.642465,0.645638,0.401418,0.456683,0.354806,0.457445,0.516635,0.319002,0.37703,0.298691,0.395549,0.483577
7.35,0.578328,0.561547,0.346397,0.455118,0.447995,0.601684,0.55956,0.478095,0.424505,0.43392,0.288362,0.281933,0.315569,0.326557,0.359786,0.246679,0.409336,0.503134,0.323545,0.391521,0.346179,0.492003,0.430976,0.346179,0.491945,0.605201,0.626854,0.620881,0.684037,0.37895,0.415036,0.21158,0.386374,0.31631,0.345568,0.397586,0.365161,0.384212,0.379019,0.378433,0.331086,0.33321,0.333451,0.320438,0.403594,0.369658,0.307853,0.304721,0.292373,0.458922,0.46019,0.465054,0.463237,0.458521,0.468862,0.598413,0.512967,0.464555,0.583123,0.448543,0.588171,0.650685,0.468331,0.309774,0.644296,0.647467,0.402794,0.458333,0.356146,0.458992,0.518289,0.320259,0.378398,0.299855,0.397029,0.485175
7.36,0.580057,0.563103,0.34773,0.456595,0.449571,0.603545,0.561402,0.479745,0.426111,0.435592,0.289465,0.282977,0.316747,0.327747,0.361074,0.24801,0.410763,0.504698,0.324945,0.393108,0.347299,0.493567,0.432316,0.347299,0.49351,0.606992,0.628476,0.622469,0.685716,0.380402,0.416568,0.212834,0.387824,0.317436,0.346885,0.399078,0.366594,0.385673,0.380479,0.379891,0.332424,0.334553,0.334794,0.321706,0.405132,0.37109,0.30909,0.305912,0.293523,0.460624,0.461897,0.466747,0.464942,0.460216,0.470578,0.600138,0.514628,0.466138,0.584844,0.450092,0.590004,0.652508,0.470012,0.310979,0.646123,0.649292,0.404171,0.459984,0.357488,0.46054,0.519943,0.321519,0.379767,0.301022,0.39851,0.486772
7.37,0.581785,0.564657,0.349066,0.458073,0.451148,0.605405,0.563243,0.481396,0.427719,0.437266,0.29057,0.284024,0.317927,0.328938,0.362363,0.249342,0.412192,0.506262,0.326347,0.394697,0.34842,0.495132,0.433657,0.34842,0.495075,0.608782,0.630094,0.624055,0.687391,0.381856,0.418102,0.214093,0.389276,0.318564,0.348204,0.400573,0.368029,0.387136,0.381942,0.381352,0.333764,0.335899,0.336141,0.322978,0.406674,0.372525,0.310329,0.307106,0.294676,0.462328,0.463607,0.468442,0.466648,0.461913,0.472295,0.601861,0.51629,0.467721,0.586564,0.451642,0.591836,0.654328,0.471695,0.312186,0.647948,0.651115,0.40555,0.461638,0.358833,0.462089,0.521597,0.32278,0.381137,0.302192,0.399994,0.48837
7.38,0.583511,0.56621,0.350405,0.459552,0.452726,0.607262,0.565084,0.483048,0.429329,0.438942,0.291676,0.285072,0.31911,0.330131,0.363654,0.250678,0.413623,0.507827,0.327753,0.396288,0.349542,0.496696,0.434997,0.349542,0.496641,0.610569,0.631711,0.625638,0.689062,0.383313,0.419638,0.215355,0.39073,0.319692,0.349525,0.402069,0.369466,0.388602,0.383408,0.382816,0.335108,0.337248,0.33749,0.324252,0.408218,0.373962,0.31157,0.308303,0.29583,0.464033,0.465318,0.470138,0.468356,0.463612,0.474015,0.603583,0.517951,0.469305,0.588282,0.453193,0.593667,0.656144,0.47338,0.313395,0.649769,0.652934,0.406929,0.463293,0.36018,0.463639,0.523251,0.324042,0.382508,0.303363,0.401479,0.489969
7.39,0.585237,0.567762,0.351747,0.461031,0.454304,0.609118,0.566924,0.4847,0.43094,0.440619,0.292785,0.286122,0.320294,0.331325,0.364946,0.252016,0.415055,0.509391,0.329162,0.397881,0.350665,0.498261,0.436338,0.350665,0.498206,0.612355,0.633325,0.627219,0.690729,0.384772,0.421175,0.216622,0.392186,0.320822,0.350847,0.403569,0.370907,0.39007,0.384876,0.384282,0.336454,0.3386,0.338843,0.325529,0.409765,0.375403,0.312814,0.309503,0.296987,0.465741,0.467031,0.471835,0.470066,0.465313,0.475735,0.605303,0.519613,0.470889,0.589999,0.454745,0.595496,0.657957,0.475066,0.314608,0.651588,0.654751,0.408308,0.46495,0.361529,0.46519,0.524904,0.325307,0.383881,0.304537,0.402967,0.491567
7.4,0.586961,0.569312,0.353092,0.462512,0.455884,0.610972,0.568763,0.486354,0.432553,0.442298,0.293896,0.287174,0.32148,0.332521,0.366239,0.253356,0.41649,0.510955,0.330573,0.399475,0.351789,0.499825,0.437679,0.351789,0.499771,0.614138,0.634936,0.628798,0.692392,0.386233,0.422713,0.217893,0.393645,0.321954,0.352171,0.40507,0.37235,0.39154,0.386346,0.385751,0.337803,0.339955,0.340198,0.326809,0.411315,0.376846,0.31406,0.310705,0.298147,0.46745,0.468745,0.473534,0.471778,0.467015,0.477457,0.60702,0.521275,0.472475,0.591714,0.456299,0.597324,0.659768,0.476754,0.315824,0.653404,0.656564,0.409689,0.466608,0.36288,0.466741,0.526558,0.326573,0.385255,0.305713,0.404456,0.493166
7.41,0.588684,0.57086,0.35444,0.463993,0.457464,0.612823,0.570601,0.488008,0.434167,0.443978,0.295008,0.288227,0.322669,0.333719,0.367534,0.254698,0.417926,0.51252,0.331988,0.401072,0.352914,0.50139,0.43902,0.352914,0.501336,0.615919,0.636546,0.630374,0.694051,0.387696,0.424253,0.219169,0.395106,0.323086,0.353497,0.406573,0.373795,0.393013,0.38782,0.387222,0.339155,0.341313,0.341556,0.328092,0.412868,0.378292,0.315309,0.311911,0.299308,0.469161,0.470462,0.475235,0.473491,0.468719,0.479181,0.608736,0.522936,0.474062,0.593428,0.457854,0.59915,0.661574,0.478444,0.317042,0.655217,0.658374,0.41107,0.468268,0.364233,0.468293,0.528211,0.327841,0.38663,0.306891,0.405948,0.494765
7.42,0.590405,0.572407,0.355791,0.465475,0.459046,0.614673,0.572438,0.489663,0.435783,0.44566,0.296123,0.289282,0.323859,0.334918,0.36883,0.256043,0.419364,0.514084,0.333406,0.402671,0.35404,0.502954,0.440361,0.35404,0.502902,0.617698,0.638152,0.631948,0.695706,0.389162,0.425794,0.220449,0.396569,0.32422,0.354824,0.408079,0.375244,0.394488,0.389295,0.388695,0.34051,0.342673,0.342917,0.329378,0.414423,0.37974,0.316561,0.313119,0.300472,0.470874,0.47218,0.476936,0.475206,0.470425,0.480907,0.61045,0.524598,0.47565,0.59514,0.459409,0.600975,0.663378,0.480135,0.318263,0.657026,0.660181,0.412452,0.46993,0.365589,0.469846,0.529864,0.329111,0.388007,0.308072,0.407441,0.496364
7.43,0.592125,0.573952,0.357145,0.466958,0.460628,0.61652,0.574274,0.491319,0.437401,0.447344,0.297239,0.29034,0.32505,0.336118,0.370127,0.257391,0.420804,0.515648,0.334827,0.404271,0.355167,0.504519,0.441702,0.355167,0.504467,0.619475,0.639757,0.63352,0.697357,0.39063,0.427336,0.221733,0.398034,0.325355,0.356153,0.409587,0.376695,0.395966,0.390773,0.390172,0.341868,0.344037,0.344282,0.330666,0.415981,0.381191,0.317815,0.314329,0.301638,0.472589,0.473901,0.47864,0.476923,0.472133,0.482633,0.612163,0.52626,0.477238,0.596851,0.460966,0.602799,0.665178,0.481828,0.319487,0.658833,0.661985,0.413835,0.471594,0.366947,0.4714,0.531517,0.330382,0.389385,0.309255,0.408936,0.497963
7.44,0.593843,0.575496,0.358502,0.468442,0.462211,0.618365,0.57611,0.492975,0.43902,0.44903,0.298357,0.291398,0.326244,0.33732,0.371426,0.25874,0.422246,0.517212,0.336251,0.405874,0.356295,0.506083,0.443043,0.356295,0.506032,0.62125,0.641358,0.635089,0.699003,0.3921,0.42888,0.223021,0.399502,0.326492,0.357484,0.411097,0.378149,0.397446,0.392254,0.39165,0.343229,0.345403,0.345649,0.331958,0.417542,0.382645,0.319071,0.315543,0.302806,0.474306,0.475623,0.480344,0.478641,0.473842,0.484362,0.613873,0.527921,0.478827,0.59856,0.462524,0.604621,0.666975,0.483522,0.320714,0.660636,0.663786,0.415219,0.473259,0.368307,0.472955,0.533169,0.331655,0.390764,0.31044,0.410433,0.499563
7.45,0.59556,0.577038,0.359862,0.469927,0.463795,0.620208,0.577944,0.494632,0.44064,0.450716,0.299478,0.292459,0.32744,0.338524,0.372726,0.260093,0.423689,0.518776,0.337678,0.407478,0.357423,0.507647,0.444384,0.357423,0.507596,0.623022,0.642957,0.636656,0.700645,0.393572,0.430425,0.224314,0.400971,0.327629,0.358816,0.412609,0.379605,0.398928,0.393737,0.393131,0.344593,0.346772,0.347018,0.333252,0.419105,0.384102,0.32033,0.316759,0.303977,0.476024,0.477346,0.48205,0.48036,0.475553,0.486091,0.615581,0.529582,0.480417,0.600267,0.464083,0.606442,0.668769,0.485218,0.321943,0.662436,0.665583,0.416603,0.474926,0.369669,0.47451,0.534821,0.33293,0.392144,0.311628,0.411932,0.501163
7.46,0.597276,0.578578,0.361226,0.471412,0.46538,0.622049,0.579777,0.49629,0.442262,0.452405,0.3006,0.293521,0.328637,0.339729,0.374027,0.261447,0.425135,0.52034,0.339108,0.409084,0.358553,0.509211,0.445725,0.358553,0.509161,0.624791,0.644554,0.63822,0.702283,0.395047,0.431972,0.225611,0.402443,0.328768,0.36015,0.414123,0.381064,0.400412,0.395222,0.394615,0.34596,0.348144,0.348391,0.33455,0.420671,0.385561,0.321591,0.317978,0.30515,0.477744,0.479072,0.483757,0.482081,0.477265,0.487822,0.617286,0.531243,0.482007,0.601972,0.465643,0.608261,0.670559,0.486915,0.323176,0.664233,0.667377,0.417989,0.476594,0.371034,0.476065,0.536472,0.334206,0.393525,0.312817,0.413432,0.502762
7.47,0.598989,0.580117,0.362592,0.472899,0.466965,0.623887,0.58161,0.497948,0.443885,0.454095,0.301724,0.294586,0.329837,0.340935,0.375329,0.262804,0.426582,0.521904,0.340541,0.410692,0.359683,0.510774,0.447066,0.359683,0.510725,0.626559,0.646148,0.639782,0.703917,0.396523,0.433519,0.226912,0.403917,0.329908,0.361485,0.415639,0.382526,0.401899,0.39671,0.396101,0.34733,0.349519,0.349767,0.33585,0.422239,0.387023,0.322855,0.3192,0.306325,0.479465,0.480799,0.485465,0.483804,0.478979,0.489554,0.61899,0.532904,0.483599,0.603676,0.467204,0.610078,0.672346,0.488613,0.324411,0.666027,0.669167,0.419374,0.478264,0.3724,0.477622,0.538124,0.335484,0.394908,0.314009,0.414934,0.504362
7.48,0.600702,0.581654,0.363961,0.474386,0.468551,0.625723,0.583441,0.499607,0.44551,0.455786,0.30285,0.295651,0.331038,0.342143,0.376633,0.264163,0.428031,0.523468,0.341977,0.412302,0.360815,0.512338,0.448407,0.360815,0.51229,0.628323,0.647739,0.641341,0.705547,0.398002,0.435069,0.228218,0.405393,0.33105,0.362822,0.417157,0.38399,0.403388,0.3982,0.397589,0.348702,0.350897,0.351145,0.337153,0.423811,0.388487,0.324122,0.320424,0.307502,0.481188,0.482527,0.487174,0.485528,0.480694,0.491288,0.620692,0.534565,0.485191,0.605378,0.468766,0.611894,0.674129,0.490313,0.325649,0.667817,0.670955,0.420761,0.479936,0.373769,0.479179,0.539774,0.336763,0.396292,0.315203,0.416438,0.505962
7.49,0.602412,0.583189,0.365334,0.475874,0.470138,0.627556,0.585271,0.501267,0.447136,0.457479,0.303977,0.296719,0.332241,0.343352,0.377938,0.265524,0.429481,0.525032,0.343416,0.413913,0.361947,0.513901,0.449748,0.361947,0.513853,0.630086,0.649328,0.642898,0.707172,0.399483,0.436619,0.229528,0.406871,0.332192,0.364161,0.418677,0.385456,0.404879,0.399693,0.39908,0.350078,0.352278,0.352526,0.338458,0.425385,0.389954,0.32539,0.321651,0.308682,0.482913,0.484258,0.488884,0.487253,0.482411,0.493023,0.622391,0.536225,0.486783,0.607078,0.470328,0.613708,0.675908,0.492015,0.32689,0.669604,0.672738,0.422148,0.481609,0.375139,0.480736,0.541424,0.338045,0.397677,0.3164,0.417944,0.507562
7.5,0.604121,0.584722,0.366709,0.477362,0.471726,0.629387,0.587099,0.502927,0.448764,0.459173,0.305107,0.297788,0.333446,0.344563,0.379244,0.266888,0.430933,0.526595,0.344858,0.415526,0.36308,0.515464,0.45109,0.36308,0.515417,0.631845,0.650913,0.644452,0.708793,0.400967,0.438171,0.230843,0.408351,0.333336,0.365501,0.4202,0.386926,0.406373,0.401188,0.400573,0.351456,0.353662,0.353911,0.339767,0.426961,0.391424,0.326662,0.322881,0.309863,0.484639,0.485989,0.490596,0.48898,0.48413,0.494759,0.624089,0.537886,0.488377,0.608777,0.471892,0.61552,0.677684,0.493717,0.328134,0.671387,0.674518,0.423536,0.483283,0.376512,0.482295,0.543074,0.339328,0.399063,0.317598,0.419452,0.509162
7.51,0.605828,0.586254,0.368087,0.478851,0.473315,0.631216,0.588927,0.504587,0.450392,0.460869,0.306239,0.298859,0.334653,0.345775,0.380552,0.268254,0.432387,0.528158,0.346303,0.417141,0.364213,0.517026,0.452431,0.364213,0.51698,0.633603,0.652497,0.646003,0.710409,0.402452,0.439724,0.232161,0.409834,0.334481,0.366843,0.421724,0.388397,0.407869,0.402685,0.402069,0.352837,0.355048,0.355298,0.341079,0.42854,0.392896,0.327935,0.324114,0.311047,0.486366,0.487723,0.492308,0.490708,0.485849,0.496496,0.625784,0.539545,0.48997,0.610473,0.473456,0.617331,0.679456,0.495421,0.329381,0.673167,0.676295,0.424924,0.484959,0.377887,0.483853,0.544723,0.340612,0.40045,0.318799,0.420961,0.510762
7.52,0.607534,0.587784,0.369469,0.480341,0.474904,0.633042,0.590753,0.506248,0.452023,0.462566,0.307372,0.299932,0.335861,0.346989,0.381861,0.269622,0.433843,0.529721,0.347751,0.418758,0.365348,0.518588,0.453772,0.365348,0.518543,0.635357,0.654077,0.647552,0.712021,0.40394,0.441278,0.233484,0.411318,0.335627,0.368186,0.42325,0.389872,0.409367,0.404185,0.403567,0.354221,0.356437,0.356687,0.342393,0.430122,0.394371,0.329212,0.325349,0.312233,0.488096,0.489457,0.494022,0.492437,0.48757,0.498234,0.627476,0.541205,0.491565,0.612168,0.475022,0.619139,0.681225,0.497126,0.33063,0.674944,0.678068,0.426313,0.486636,0.379264,0.485412,0.546372,0.341898,0.401839,0.320002,0.422472,0.512362
7.53,0.609237,0.589313,0.370853,0.481832,0.476494,0.634865,0.592578,0.50791,0.453654,0.464264,0.308507,0.301007,0.337071,0.348204,0.383171,0.270993,0.435301,0.531284,0.349202,0.420377,0.366484,0.52015,0.455113,0.366484,0.520105,0.637109,0.655655,0.649098,0.713629,0.405429,0.442833,0.234811,0.412804,0.336775,0.369531,0.424778,0.391348,0.410867,0.405687,0.405067,0.355608,0.357829,0.35808,0.34371,0.431706,0.395848,0.33049,0.326588,0.313422,0.489826,0.491193,0.495736,0.494168,0.489293,0.499974,0.629167,0.542864,0.49316,0.61386,0.476588,0.620946,0.68299,0.498833,0.331882,0.676717,0.679837,0.427702,0.488314,0.380643,0.486972,0.54802,0.343186,0.403228,0.321207,0.423984,0.513961
7.54,0.610939,0.590839,0.372241,0.483323,0.478084,0.636686,0.594401,0.509572,0.455286,0.465964,0.309644,0.302083,0.338283,0.349421,0.384482,0.272365,0.43676,0.532846,0.350656,0.421997,0.36762,0.521712,0.456453,0.36762,0.521667,0.638858,0.65723,0.650642,0.715232,0.406921,0.44439,0.236143,0.414293,0.337923,0.370877,0.426309,0.392828,0.412369,0.407191,0.406569,0.356998,0.359224,0.359475,0.34503,0.433292,0.397328,0.331771,0.327828,0.314612,0.491558,0.492931,0.497452,0.495899,0.491017,0.501715,0.630855,0.544522,0.494755,0.615551,0.478155,0.62275,0.684751,0.50054,0.333137,0.678486,0.681603,0.429093,0.489994,0.382024,0.488532,0.549667,0.344475,0.404619,0.322414,0.425498,0.515561
7.55,0.612639,0.592364,0.373631,0.484815,0.479675,0.638504,0.596223,0.511234,0.45692,0.467664,0.310783,0.303161,0.339497,0.350638,0.385794,0.27374,0.438221,0.534408,0.352113,0.423619,0.368757,0.523272,0.457794,0.368757,0.523229,0.640605,0.658802,0.652182,0.716831,0.408415,0.445947,0.237479,0.415783,0.339073,0.372225,0.427841,0.394309,0.413873,0.408698,0.408074,0.35839,0.360622,0.360873,0.346353,0.434882,0.398811,0.333055,0.329072,0.315805,0.493291,0.49467,0.499168,0.497632,0.492742,0.503456,0.63254,0.54618,0.496351,0.617239,0.479722,0.624553,0.686508,0.502249,0.334395,0.680252,0.683364,0.430483,0.491675,0.383406,0.490093,0.551314,0.345766,0.406011,0.323624,0.427014,0.517161
7.56,0.614337,0.593887,0.375025,0.486308,0.481267,0.640319,0.598043,0.512897,0.458555,0.469367,0.311924,0.304241,0.340713,0.351858,0.387107,0.275117,0.439683,0.53597,0.353573,0.425243,0.369895,0.524833,0.459135,0.369895,0.52479,0.642348,0.660371,0.65372,0.718425,0.409911,0.447506,0.238819,0.417276,0.340224,0.373574,0.429374,0.395793,0.41538,0.410207,0.409581,0.359786,0.362022,0.362274,0.347679,0.436473,0.400296,0.334341,0.330318,0.317,0.495026,0.49641,0.500886,0.499366,0.494468,0.505199,0.634224,0.547838,0.497948,0.618926,0.481291,0.626354,0.688261,0.503959,0.335656,0.682014,0.685122,0.431875,0.493358,0.384791,0.491654,0.55296,0.347058,0.407404,0.324835,0.428531,0.51876
7.57,0.616033,0.595408,0.376422,0.487801,0.48286,0.642132,0.599862,0.51456,0.460192,0.47107,0.313066,0.305322,0.34193,0.353078,0.388422,0.276497,0.441147,0.537532,0.355037,0.426868,0.371034,0.526393,0.460475,0.371034,0.52635,0.644089,0.661937,0.655256,0.720015,0.411409,0.449066,0.240163,0.418771,0.341376,0.374925,0.43091,0.39728,0.416889,0.411718,0.411091,0.361184,0.363425,0.363678,0.349008,0.438068,0.401783,0.335629,0.331567,0.318197,0.496762,0.498152,0.502604,0.501101,0.496196,0.506943,0.635904,0.549495,0.499544,0.62061,0.48286,0.628152,0.69001,0.50567,0.336919,0.683772,0.686877,0.433266,0.495041,0.386178,0.493215,0.554605,0.348352,0.408798,0.326049,0.43005,0.520359
7.58,0.617727,0.596927,0.377821,0.489296,0.484453,0.643941,0.60168,0.516223,0.461829,0.472774,0.314211,0.306405,0.343149,0.3543,0.389738,0.277878,0.442613,0.539093,0.356503,0.428495,0.372173,0.527952,0.461815,0.372173,0.527911,0.645827,0.663501,0.656788,0.7216,0.412909,0.450627,0.241512,0.420267,0.342529,0.376277,0.432448,0.398769,0.418399,0.413232,0.412602,0.362585,0.364831,0.365085,0.350339,0.439664,0.403273,0.33692,0.332819,0.319396,0.498499,0.499895,0.504323,0.502837,0.497924,0.508687,0.637582,0.551151,0.501142,0.622292,0.484429,0.629949,0.691756,0.507382,0.338185,0.685526,0.688627,0.434659,0.496726,0.387567,0.494777,0.556249,0.349647,0.410193,0.327265,0.431571,0.521958
7.59,0.619419,0.598444,0.379224,0.49079,0.486046,0.645748,0.603495,0.517887,0.463467,0.47448,0.315357,0.30749,0.34437,0.355524,0.391055,0.279262,0.444081,0.540653,0.357972,0.430123,0.373314,0.529511,0.463156,0.373314,0.52947,0.647562,0.665061,0.658318,0.72318,0.414411,0.45219,0.242865,0.421766,0.343684,0.37763,0.433987,0.400261,0.419912,0.414748,0.414116,0.363988,0.36624,0.366494,0.351674,0.441263,0.404765,0.338213,0.334073,0.320597,0.500238,0.501639,0.506042,0.504575,0.499654,0.510433,0.639258,0.552807,0.502739,0.623972,0.486,0.631743,0.693497,0.509095,0.339454,0.687277,0.690374,0.436051,0.498412,0.388958,0.496339,0.557893,0.350944,0.411589,0.328483,0.433093,0.523557
7.6,0.621109,0.59996,0.38063,0.492285,0.48764,0.647552,0.60531,0.519551,0.465107,0.476186,0.316505,0.308576,0.345592,0.356748,0.392372,0.280647,0.44555,0.542214,0.359444,0.431753,0.374455,0.531069,0.464496,0.374455,0.531029,0.649294,0.666619,0.659845,0.724756,0.415915,0.453753,0.244222,0.423267,0.344839,0.378985,0.435529,0.401754,0.421427,0.416265,0.415633,0.365395,0.367651,0.367906,0.353011,0.442865,0.40626,0.339508,0.335331,0.3218,0.501977,0.503384,0.507763,0.506313,0.501385,0.512179,0.640931,0.554463,0.504337,0.62565,0.487571,0.633535,0.695235,0.510809,0.340726,0.689024,0.692116,0.437444,0.500099,0.390351,0.497901,0.559536,0.352243,0.412986,0.329703,0.434617,0.525155
7.61,0.622797,0.601474,0.382038,0.493781,0.489235,0.649353,0.607122,0.521215,0.466748,0.477894,0.317654,0.309664,0.346816,0.357974,0.393691,0.282035,0.447021,0.543773,0.360919,0.433385,0.375597,0.532627,0.465835,0.375597,0.532587,0.651023,0.668173,0.661369,0.726328,0.417421,0.455317,0.245584,0.424769,0.345996,0.380342,0.437072,0.403251,0.422944,0.417786,0.417151,0.366804,0.369065,0.369321,0.354351,0.444469,0.407758,0.340806,0.33659,0.323006,0.503718,0.505131,0.509484,0.508052,0.503117,0.513926,0.642602,0.556117,0.505935,0.627325,0.489143,0.635325,0.696968,0.512524,0.342001,0.690767,0.693855,0.438838,0.501787,0.391746,0.499463,0.561178,0.353543,0.414384,0.330926,0.436142,0.526753
